,tokens,ner_tags,langs,spans
89,"['डॉ0', 'राजेन्द्र', 'प्रसाद', 'स्वतंत्र', 'भारत', 'के', 'प्रथम', 'राष्ट्रपति', ',', 'डॉ0', 'राजेन्द्र', 'प्रसाद', 'जी', 'के', 'घर', 'जिरादेई', 'गाँव', 'में', 'अवस्थित', 'बा', ',', 'जौन', 'कि', 'अहिजा', 'से', '8', 'किमी', 'पश्चिम', 'में', 'स्थित', 'बा।', 'उँहा', 'के', 'स्वंत्रता', 'आंदोलन', 'के', 'एगो', 'कार्यकर्ता', 'रहनी', 'आ', 'कांग्रेस', 'पार्टी', 'के', 'नेता', 'भी', 'रहनी', ',', 'भारतीय', 'स्वतंत्रता', 'खातिर', 'इहाँके', 'एगो', 'अहम', 'भूमिका', 'निईले', 'रहनी।']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['PER: राजेन्द्र प्रसाद']
90,"[""'"", ""''"", ""''जो"", 'लरे', 'दीन', 'के', 'हेत', ""''"", ""'"", ""''"", 'सुरेन्द्र', 'मोहन', 'पाठक', 'क', 'लिखल', 'आ', 'अगस्त', '२०१४', 'में', 'छपल', 'एगो', 'थ्रिलर', 'उपन्यास', 'बाटे।']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['PER: सुरेन्द्र मोहन पाठक']
91,['देवहंस'],[5],['bh'],['LOC: देवहंस']
92,"['बर्डलाइफ', 'इंटरनेशनल']","[3, 4]","['bh', 'bh']",['ORG: बर्डलाइफ इंटरनेशनल']
93,['हरियाणा'],[5],['bh'],['LOC: हरियाणा']
94,"['आ', 'एगो', 'अउरी', 'गाना', ""''डी"", 'जे', 'वाला', 'भाई', 'करा', 'भोल्युम', 'हाई', ""''"", 'जवना', 'के', 'गायिका', 'रहली', 'गायिका', 'देवी', ',', 'इहो', 'गाना', 'सुपर', 'हिट', 'भइल', 'रहे।', 'इनका', 'संगीत', 'में', 'अब', 'तकले', 'भोजपुरी', 'फिल्म', 'जगत', 'के', 'सारा', 'कलाकार', 'लो', 'काम', 'कइले', 'बा', ',', 'आ', 'हिंदी', 'जगत', 'के', 'भी', 'लगभग', 'सारा', 'बड़का', 'गायक', 'लो', 'गीत', 'गवले', 'बा', '।', 'जइसे', 'कुमार', 'सानु', ',', 'उदित', 'नारायण', 'झा', ',', 'सपना', 'अवस्थी', ',', 'साधना', 'सरगम', ',', 'विनोद', 'राठोर', ',', 'अनूप', 'जलोटा', ',', 'रूप', 'कुमार', 'राठोर', ',', 'पवन', 'सिंह', ',', 'इन्दू', 'सोनाली', ',', 'कल्पना', 'पटवारी', ',', 'मोहन', 'राठोर', ',', 'अलका', 'याग्निक', ',', 'मनोज', 'तिवारी', ',', 'शाहिद', 'माल्या', ',', 'शबाब', 'साबरी', ',', 'संचिति', 'सकट', ',', 'अलोक', 'कुमार', ',', 'पामेला', 'जैन', 'आदि', '।']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['PER: उदित नारायण झा', 'PER: मनोज तिवारी']"
95,"['(', 'यूक्रेन', 'अउर', 'रोमानिया', 'के', 'बीच', 'में', ')']","[0, 5, 0, 5, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: यूक्रेन', 'LOC: रोमानिया']"
96,['परधानमंत्री'],[1],['bh'],['PER: परधानमंत्री']
97,"['मेगस्थनीज', 'पहिला', 'अइसन', 'यूरोप', 'के', 'यात्री', 'रहे', 'जे', 'गंगा', 'के', 'बर्णन', 'कर', 'के', 'पच्छिमी', 'लोगन', 'के', 'एकर', 'जानकारी', 'दिहलें।']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['PER: मेगस्थनीज']
98,"['अटल', 'बिहारी', 'वाजपेयी']","[1, 2, 2]","['bh', 'bh', 'bh']",['PER: अटल बिहारी वाजपेयी']
99,"['पश्चिम', 'बंगाल', '(', 'कोलकाता', ')']","[5, 6, 0, 5, 0]","['bh', 'bh', 'bh', 'bh', 'bh']","['LOC: पश्चिम बंगाल', 'LOC: कोलकाता']"
100,['पणजी'],[5],['bh'],['LOC: पणजी']
101,"['सफ़ेद', 'तीतर']","[5, 6]","['bh', 'bh']",['LOC: सफ़ेद तीतर']
102,"['**', 'राम']","[0, 1]","['bh', 'bh']",['PER: राम']
103,"['चन्द्र', 'शेखर']","[1, 2]","['bh', 'bh']",['PER: चन्द्र शेखर']
104,['चंद्रशेखर'],[1],['bh'],['PER: चंद्रशेखर']
105,['म्याँमार'],[3],['bh'],['ORG: म्याँमार']
106,"['मंगल', 'पांडे']","[1, 2]","['bh', 'bh']",['PER: मंगल पांडे']
107,['राजस्थान'],[5],['bh'],['LOC: राजस्थान']
108,"['ये', 'रिश्ता', 'क्या', 'कहलाता', 'है']","[3, 4, 4, 4, 4]","['bh', 'bh', 'bh', 'bh', 'bh']",['ORG: ये रिश्ता क्या कहलाता है']
109,['परधानमंत्री'],[1],['bh'],['PER: परधानमंत्री']
110,"[""'"", ""''"", 'आन्ध्र', 'प्रदेश', ""''"", ""'"", 'भारत', 'के', '28', 'राज्य', 'में', 'से', 'एगो', 'ह।', 'ई', 'के', 'हैदराबाद', 'में', 'स्थित', 'बा।']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: भारत', 'LOC: हैदराबाद']"
111,['मुरादाबाद'],[5],['bh'],['LOC: मुरादाबाद']
112,"['पड़रौना', 'की', 'नाँव', 'के', 'एगो', 'अउरी', 'उत्पत्ति', 'बतावल', 'जाला।', 'कहल', 'जाला', 'कि', 'भगवान', 'राम', 'ए', 'क्षेत्र', 'में', 'कुछ', 'समय', 'रहलें', 'आ', 'उनकी', 'पद', 'से', 'रौंदल', 'इलाका', 'के', ""''पद+रौंदा"", ""''"", 'कहल', 'गइल', 'आ', 'इहे', 'बाद', 'में', 'पड़रौना', 'हो', 'गइल।']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['PER: राम']
113,"['सिडनी', ',']","[5, 0]","['bh', 'bh']",['LOC: सिडनी']
114,"['कृश्न', 'चंदर']","[1, 2]","['bh', 'bh']",['PER: कृश्न चंदर']
115,"['लोहजरा', 'सप्तरी', 'जिला', 'क', 'एगो', 'गाविस', 'बा', '।']","[5, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['LOC: लोहजरा']
116,"['मानव', 'भूगोल']","[3, 4]","['bh', 'bh']",['ORG: मानव भूगोल']
117,"['2012', '–', 'मीता', 'मीश्रा', 'क', 'रूप', 'मा', 'क्षति', 'जोग', '–', 'नव्या', 'एवं', 'प्रतिज्ञा', 'क', 'रूप', 'मा', 'पूजा', 'गौर', '–', 'मन', 'की', 'आवाज-प्रतिज्ञा']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 4, 4]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['PER: पूजा गौर', 'ORG: मन की आवाज-प्रतिज्ञा']"
118,['लखनऊ'],[5],['bh'],['LOC: लखनऊ']
119,"['कुशीनगर', 'जिला']","[5, 6]","['bh', 'bh']",['LOC: कुशीनगर जिला']
120,"['नाबोकव', 'क', 'जनम', '(', '10', 'अप्रैल', '1899जूलि', ',', '22', 'अप्रैल', '1899ग्रेग', ')', 'के', 'सेंट', 'पीटर्सबर्ग', 'शहर', 'में', 'भइल।']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['LOC: सेंट पीटर्सबर्ग']
121,"['डायचे', 'विले']","[3, 4]","['bh', 'bh']",['ORG: डायचे विले']
122,"[""'"", ""''"", 'राँची', ""''"", ""'"", 'भारत', 'की', 'झारखण्ड', 'प्रान्त', 'क', 'राजधानी', 'ह।']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['LOC: झारखण्ड']
123,"['उदित', 'नारायण', 'झा']","[1, 2, 2]","['bh', 'bh', 'bh']",['PER: उदित नारायण झा']
124,"[""''ई"", 'पन्ना', 'इलाहाबाद', 'शहर', 'खातिर', 'बा', ',', 'इलाहाबाद', 'जिला', 'खातिर', 'देखल', 'जाय', ""'"", ""''"", 'इलाहाबाद', 'जिला।', ""''"", ""'""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['LOC: इलाहाबाद जिला।']
125,"['बरखा', 'क', 'विश्व', 'में', 'वितरण', 'सब', 'जगह', 'एक्के', 'नियर', 'ना', 'मिलेला।', 'कहीं', 'बहुत', 'कम', 'बरखा', 'होले', 'त', 'कहीं', 'बहत', 'ढेर।', 'एही', 'तरे', 'विश्व', 'में', 'कुछ', 'जगहन', 'पर', 'साल', 'भर', 'रोज', 'बरखा', 'होला', ',', 'कुच्छ', 'जगह', 'गर्मी', 'में', 'बरखा', 'होला', ',', 'कुछ', 'जगह', 'जाड़ा', 'की', 'सीजन', 'में', ',', 'आ', 'कुछ', 'जगह', ',', 'जइसे', 'कि', 'भारत', 'में', ',', 'बरसात', 'क', 'अलग', 'सीजने', 'होला।', 'भारत', 'की', 'मेघालय', 'राज्य', 'में', 'चेरापूँजी', 'में', 'विश्व', 'क', 'सबसे', 'ढेर', 'बरखा', 'होला।']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: मेघालय', 'LOC: चेरापूँजी']"
126,"['हिमाचल', 'प्रदेश']","[5, 6]","['bh', 'bh']",['LOC: हिमाचल प्रदेश']
127,"['अर्नस्ट', 'हेमिंग्वे']","[1, 2]","['bh', 'bh']",['PER: अर्नस्ट हेमिंग्वे']
128,"['मंगल', 'पांडे']","[1, 2]","['bh', 'bh']",['PER: मंगल पांडे']
129,"['असम', '(', 'गुवाहाटी', ')']","[5, 0, 5, 0]","['bh', 'bh', 'bh', 'bh']","['LOC: असम', 'LOC: गुवाहाटी']"
130,"[""'"", ""''"", 'तिरहुत', 'प्रमंडल', ""''"", ""'"", 'बिहार', 'के', '9', 'प्रमंडल', 'में', 'से', 'एगो', 'ह।']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['LOC: बिहार']
131,"[""'"", ""''"", 'कटिहार', ""''"", ""'"", 'जिला', 'बिहार', 'के', '38', 'गो', 'जिला', 'में', 'से', 'एगो', 'ह।', 'ई', 'पूर्णिया', 'प्रमंडल', 'के', 'एगो', 'जिला', 'ह।']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: बिहार', 'ORG: पूर्णिया प्रमंडल']"
132,"['भारतीय', 'जनता', 'पार्टी']","[3, 4, 4]","['bh', 'bh', 'bh']",['ORG: भारतीय जनता पार्टी']
133,"[""'"", ""''"", 'बक्सर', ""''"", ""'"", 'जिला', 'बिहार', 'के', '38', 'गो', 'जिला', 'में', 'से', 'एगो', 'ह।', 'ई', 'पटना', 'प्रमंडल', 'के', 'एगो', 'जिला', 'ह।']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: बिहार', 'ORG: पटना प्रमंडल']"
134,"['नालंदा', 'विश्वविद्यालय']","[3, 4]","['bh', 'bh']",['ORG: नालंदा विश्वविद्यालय']
135,"['विन्सेंट', 'वैन', 'गॉग']","[1, 2, 2]","['bh', 'bh', 'bh']",['PER: विन्सेंट वैन गॉग']
136,['रंभा'],[1],['bh'],['PER: रंभा']
137,"['अंतर्राष्ट्रीय', 'प्रकृति', 'संरक्षण', 'संघ']","[3, 4, 4, 4]","['bh', 'bh', 'bh', 'bh']",['ORG: अंतर्राष्ट्रीय प्रकृति संरक्षण संघ']
138,"['भारतीय', 'राष्ट्रीय', 'काँग्रेस']","[3, 4, 4]","['bh', 'bh', 'bh']",['ORG: भारतीय राष्ट्रीय काँग्रेस']
139,"['भारतीय', 'जनता', 'पार्टी']","[3, 4, 4]","['bh', 'bh', 'bh']",['ORG: भारतीय जनता पार्टी']
140,"['भोजपुर', 'जिला']","[3, 4]","['bh', 'bh']",['ORG: भोजपुर जिला']
141,['पाकुड़'],[5],['bh'],['LOC: पाकुड़']
142,['माल्टा'],[5],['bh'],['LOC: माल्टा']
143,"['स्टार', 'उत्सव']","[3, 4]","['bh', 'bh']",['ORG: स्टार उत्सव']
144,"['राहुल', 'सांकृत्यायन']","[1, 2]","['bh', 'bh']",['PER: राहुल सांकृत्यायन']
145,"['325', 'ईसापूर्व', 'में', 'उत्तर', 'पश्चिमी', 'भारत', '(', 'आज', 'के', 'पाकिस्तान', 'का', 'लगभग', 'सम्पूर्ण', 'इलाका', ')', 'सिकन्दर', 'के', 'क्षत्रपों', 'का', 'शासन', 'था', '।', 'जब', 'सिकन्दर', 'पंजाब', 'पर', 'चढ़ाई', 'कर', 'रहा', 'था', 'तो', 'एक', 'ब्राह्मण', 'जिसका', 'नाम', 'चाणक्य', 'था', '(', 'कौटिल्य', 'नाम', 'से', 'भी', 'जाना', 'गया', 'तथा', 'वास्तविक', 'नाम', 'विष्णुगुप्त', ')', 'मगध', 'को', 'साम्राज्य', 'विस्तार', 'के', 'लिए', 'प्रोत्साहित', 'करने', 'आया', '।', 'उस', 'समय', 'मगध', 'अच्छा', 'खासा', 'शक्तिशाली', 'था', 'तथा', 'उसके', 'पड़ोसी', 'राज्यों', 'की', 'आंखों', 'का', 'काँटा', '।', 'पर', 'तत्कालीन', 'मगध', 'के', 'सम्राट', 'धन', 'नन्द', 'ने', 'उसको', 'ठुकरा', 'दिया', '।', 'aur']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: पाकिस्तान', 'LOC: पंजाब', 'PER: चाणक्य']"
146,"['भारतीय', 'जनता', 'पार्टी']","[3, 4, 4]","['bh', 'bh', 'bh']",['ORG: भारतीय जनता पार्टी']
147,"['सोनिगामा', 'धनुषा', 'जिला', 'क', 'एगो', 'गाविस', 'बा', '।']","[5, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['LOC: सोनिगामा']
148,"[""'"", ""''"", 'पश्चिम', 'चम्पारण', ""''"", ""'"", 'जिला', 'बिहार', 'के', '38', 'गो', 'जिला', 'में', 'से', 'एगो', 'ह।', 'ई', 'तिरहुत', 'प्रमंडल', 'के', 'एगो', 'जिला', 'ह।']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['LOC: बिहार', 'LOC: तिरहुत प्रमंडल']"
149,"['राजेन्द्र', 'प्रसाद']","[1, 2]","['bh', 'bh']",['PER: राजेन्द्र प्रसाद']
150,"['मंगल', 'पांडे']","[1, 2]","['bh', 'bh']",['PER: मंगल पांडे']
151,"[""'"", ""''"", 'बिदेसिया', ""''"", ""'"", 'भोजपुरी', 'भाषा', 'में', 'बनल', 'सिनेमा', 'बा।', 'एह', 'सिनेंमा', 'क', 'कहानी', 'पर', 'भिखारी', 'ठाकुर', 'के', 'साहित्य', 'क', 'प्रभाव', 'मानव', 'जाला।']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['PER: भिखारी ठाकुर']
152,"['शारदा', 'सिन्हा']","[1, 2]","['bh', 'bh']",['PER: शारदा सिन्हा']
153,"['नरेंद्र', 'मोदी']","[1, 2]","['bh', 'bh']",['PER: नरेंद्र मोदी']
154,"['सिस्टम', 'यूनिवर्सल', 'डी', 'डॉकुमेंटेशन']","[3, 4, 4, 4]","['bh', 'bh', 'bh', 'bh']",['ORG: सिस्टम यूनिवर्सल डी डॉकुमेंटेशन']
155,"['जयप्रकाश', 'नारायण']","[1, 2]","['bh', 'bh']",['PER: जयप्रकाश नारायण']
156,['फाल्कनाइडी'],[5],['bh'],['LOC: फाल्कनाइडी']
157,"[""'"", ""''"", 'सूत्रधार', ""''"", ""'"", 'एगो', 'हिंदी', 'उपन्यास', 'बा', 'जवन', 'भिखारी', 'ठाकुर', 'की', 'जीवन', 'आ', 'उनकी', 'कविता', 'रचना', 'की', 'बारे', 'में', 'बाटे।']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['PER: भिखारी ठाकुर']
158,['बरखा'],[3],['bh'],['ORG: बरखा']
159,"['अंडमान', 'अउरी', 'निकोबार', 'दीपसमूह']","[5, 6, 6, 6]","['bh', 'bh', 'bh', 'bh']",['LOC: अंडमान अउरी निकोबार दीपसमूह']
160,"['ई', 'रूसी-अंग्रेजी', 'लेखक', 'व्लादीमिर', 'नाबोकव', 'क', 'रचना', 'कुल', 'क', 'लिस्ट', 'हवे', ':']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']",['PER: व्लादीमिर नाबोकव']
161,"['सचिन', 'तेंदुलकर']","[1, 2]","['bh', 'bh']",['PER: सचिन तेंदुलकर']
162,"['राजनीतिक', 'भूगोल']","[3, 4]","['bh', 'bh']",['ORG: राजनीतिक भूगोल']
163,"['गोआ', '(', 'पणजी', ')']","[5, 0, 5, 0]","['bh', 'bh', 'bh', 'bh']","['LOC: गोआ', 'LOC: पणजी']"
164,"['भूगोल', 'के', 'क्लासिकल', 'पीरियड', 'में', 'अलेक्जेंडर', 'फॉन', 'हम्बोल्ट', 'सिस्टमेटिक', 'भूगोल', 'के', 'अस्थापना', 'कइलें', 'आ', 'कार्ल', 'रिटर', 'प्रादेशिक', 'भूगोल', 'के', 'ढेर', 'महत्व', 'दिहलें।']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","['bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh', 'bh']","['PER: अलेक्जेंडर फॉन हम्बोल्ट', 'PER: कार्ल रिटर']"
