,tokens,ner_tags,langs,spans
1532,"['अनुप्रेषित', 'तारापुर', 'प्रखण्ड', '(', 'मुंगेर', ')']","[0, 5, 6, 6, 6, 6]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: तारापुर प्रखण्ड ( मुंगेर )']
1533,"['निशा', 'निमंत्रण', 'हरिवंश', 'राय', 'बच्चन', 'की', 'एक', 'कृति', 'है।']","[0, 0, 1, 2, 2, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: हरिवंश राय बच्चन']
1534,"['अनुप्रेषित', 'दक्षिण', 'गारो', 'हिल्स', 'जिला']","[0, 5, 6, 6, 6]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: दक्षिण गारो हिल्स जिला']
1535,"['प्रेम', 'चोपड़ा', '-', 'गिरिधारीलाल']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: प्रेम चोपड़ा']
1536,"['8,456,510', 'km2', '--', 'ब्राज़ील', '(', 'भूक्षेत्र', ')']","[0, 0, 0, 5, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: ब्राज़ील']
1537,"['अनुप्रेषित', 'चटगाँव', '(', 'शहर', ')']","[0, 5, 6, 6, 6]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: चटगाँव ( शहर )']
1538,"['माहे', '(', 'केरल', ')', 'अरब', 'सागर', 'मे', 'है।']","[5, 0, 5, 0, 5, 6, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['LOC: माहे', 'LOC: केरल', 'LOC: अरब सागर']"
1539,"['गिरनार', '(', 'जूनागढ़', ')', '====']","[5, 0, 5, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']","['LOC: गिरनार', 'LOC: जूनागढ़']"
1540,"['पुनर्प्रेषित', 'येरुशलम', 'का', 'इब्रानी', 'विश्वविद्यालय']","[0, 3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: येरुशलम का इब्रानी विश्वविद्यालय']
1541,"['दिनेश', 'हिंगू', '-', 'रुस्तम']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: दिनेश हिंगू']
1542,"['बेन', '१०', '(', 'टीवी', 'शृंखला', ')']","[3, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: बेन १० ( टीवी शृंखला )']
1543,"['नीरज', 'श्रीधर', ',', 'सुनिधि', 'चौहान']","[1, 2, 0, 1, 2]","['hi', 'hi', 'hi', 'hi', 'hi']","['PER: नीरज श्रीधर', 'PER: सुनिधि चौहान']"
1544,"[""''"", 'गोवा', ""''"", ""'""]","[0, 5, 0, 0]","['hi', 'hi', 'hi', 'hi']",['LOC: गोवा']
1545,"['अण्डमान', 'और', 'निकोबार', 'द्वीपसमूह']","[5, 6, 6, 6]","['hi', 'hi', 'hi', 'hi']",['LOC: अण्डमान और निकोबार द्वीपसमूह']
1546,"['यह', 'भारत', 'की', 'प्रमुख', 'लोककलाओं', 'में', 'से', 'एक', 'है।']","[0, 5, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: भारत']
1547,"['भारत', 'पेट्रोलियम', 'कॉर्पोरेशन', 'लिमिटेड']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: भारत पेट्रोलियम कॉर्पोरेशन लिमिटेड']
1548,"['लीला', 'मिश्रा', '-', 'चाची']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: लीला मिश्रा']
1549,"['जूंग-गू', ',', 'गांग्नम-गू', ',', 'यिओउइदो', '(', 'सियोल', ',', 'दक्षिण', 'कोरिया', ')']","[0, 0, 0, 0, 0, 0, 5, 0, 5, 6, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['LOC: सियोल', 'LOC: दक्षिण कोरिया']"
1550,"['बिएन', 'दे', 'इंतेरेस', 'कल्चरल']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: बिएन दे इंतेरेस कल्चरल']
1551,"['नैनीताल-ऊधमसिंह', 'नगर', 'लोक', 'सभा', 'निर्वाचन', 'क्षेत्र']","[3, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: नैनीताल-ऊधमसिंह नगर लोक सभा निर्वाचन क्षेत्र']
1552,"['दो', 'दिल', 'बंधे', 'इक', 'डोरी', 'से']","[3, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: दो दिल बंधे इक डोरी से']
1553,"['उत्तर', 'प्रदेश', 'राजर्षि', 'टंडन', 'मुक्त', 'विश्वविद्यालय']","[3, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: उत्तर प्रदेश राजर्षि टंडन मुक्त विश्वविद्यालय']
1554,"['टाइम्स', 'नाऊ', 'इंडिया', 'टीवी', '-सीवोटर']","[3, 4, 3, 4, 0]","['hi', 'hi', 'hi', 'hi', 'hi']","['ORG: टाइम्स नाऊ', 'ORG: इंडिया टीवी']"
1555,"[""'"", ""''"", 'जयपुर', ""''"", ""'""]","[0, 0, 5, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: जयपुर']
1556,"['पार्श्वनाथ', 'अभियांत्रिकी', 'कौलेज']","[3, 4, 4]","['hi', 'hi', 'hi']",['ORG: पार्श्वनाथ अभियांत्रिकी कौलेज']
1557,"['उदयगिरि', '(', 'मध्य', 'प्रदेश', ')']","[5, 6, 6, 6, 6]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: उदयगिरि ( मध्य प्रदेश )']
1558,"['सैफ़', 'अली', 'ख़ान', ',', 'पूजा', 'भट्ट', ',', 'अतुल', 'अग्निहोत्री']","[1, 2, 2, 0, 1, 2, 0, 1, 2]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: सैफ़ अली ख़ान', 'PER: पूजा भट्ट', 'PER: अतुल अग्निहोत्री']"
1559,"['प्रभु', 'देवा', '-', '(', '``', 'हम', 'ना', 'छोड़े', 'थोड़े', ""''"", 'गाने', 'में', 'विशेष', 'उपस्थिति', ')']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: प्रभु देवा']
1560,"['कर्ल', '(', 'गणित', ')']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: कर्ल ( गणित )']
1561,"['तमिल', 'नाडु', '(', '134', ')']","[5, 6, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: तमिल नाडु']
1562,"['मैसेडोनिया', 'गणराज्य', 'में', 'पोरोदीन', ',', '6500', 'ई.पू', '.']","[5, 6, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: मैसेडोनिया गणराज्य']
1563,"['परमाणु', 'ऊर्जा', 'नियामक', 'बोर्ड', '(', 'भारत', ')']","[3, 4, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: परमाणु ऊर्जा नियामक बोर्ड ( भारत )']
1564,"['गांधार', '(', 'जनपद', ')']","[5, 6, 6, 6]","['hi', 'hi', 'hi', 'hi']",['LOC: गांधार ( जनपद )']
1565,"['एनोजेइस्सस', 'लैटीफ़ोलिया', ""''"", '(', 'रोक्स्ब', '.']","[5, 6, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: एनोजेइस्सस लैटीफ़ोलिया']
1566,"['अनुप्रेषित', 'फकिंग', ',', 'ऑस्ट्रिया']","[0, 5, 6, 6]","['hi', 'hi', 'hi', 'hi']","['LOC: फकिंग , ऑस्ट्रिया']"
1567,"['पुनर्प्रेषित', 'विदेश', 'मंत्रालय', '(', 'भारत', ')']","[0, 3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: विदेश मंत्रालय ( भारत )']
1568,"['लिंडसे', 'डेवनपोर्ट', 'ने', 'वीनस', 'विलियम्स', 'को', '6–4', ',', '5–7', ',', '6–4', 'से', 'हराया।']","[1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: लिंडसे डेवनपोर्ट', 'PER: वीनस विलियम्स']"
1569,"['विश्व', 'बैंक', 'ने', 'शासन', 'को', 'कुछ', 'इस', 'तरह', 'परिभाषित', 'किया', 'है']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: विश्व बैंक']
1570,"['तेरी', 'मेरी', 'लव', 'स्टोरी']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: तेरी मेरी लव स्टोरी']
1571,"['ऍच॰', 'डी॰', 'देवगौड़ा']","[1, 2, 2]","['hi', 'hi', 'hi']",['PER: ऍच॰ डी॰ देवगौड़ा']
1572,"['HTML', 'रंगों', 'के', 'नाम']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: HTML रंगों के नाम']
1573,"['अनुप्रेषित', 'ससुराल', 'गेंदा', 'फुल']","[0, 3, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: ससुराल गेंदा फुल']
1574,"['लोकमान्य', 'तिलक', 'टर्मिनस', 'रेलवे', 'स्टेशन']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: लोकमान्य तिलक टर्मिनस रेलवे स्टेशन']
1575,"[""'"", ""''"", 'राजस्थान', ""''"", ""'""]","[0, 0, 5, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: राजस्थान']
1576,"['बेनिशंगुल-गुमुज़', '(', 'Benishangul-Gumuz', ',', 'ቤንሻንጉል-ጉምዝ', ')']","[5, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: बेनिशंगुल-गुमुज़']
1577,"['अनुप्रेषित', 'सी॰', 'एन॰', 'आर॰', 'राव']","[0, 1, 2, 2, 2]","['hi', 'hi', 'hi', 'hi', 'hi']",['PER: सी॰ एन॰ आर॰ राव']
1578,"['दुबई]]', ',', 'संयुक्त', 'अरब', 'अमीरात']","[0, 0, 5, 6, 6]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: संयुक्त अरब अमीरात']
1579,"['मदुरै', 'नायक', 'राजवंश', 'का', 'राजा।']","[5, 6, 6, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: मदुरै नायक राजवंश']
1580,"['दिल्ली', '-', '२४०', 'किमी']","[5, 0, 0, 0]","['hi', 'hi', 'hi', 'hi']",['LOC: दिल्ली']
1581,"['भारतीय', 'प्रतिभूति', 'और', 'विनिमय', 'बोर्ड']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: भारतीय प्रतिभूति और विनिमय बोर्ड']
1582,"[""'"", ""''"", 'पाकिस्तान', 'के', 'प्रधानमंत्री', ""''"", ""'""]","[0, 0, 3, 4, 4, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: पाकिस्तान के प्रधानमंत्री']
1583,"['असम', '(', 'दिसपुर', ')']","[5, 0, 5, 0]","['hi', 'hi', 'hi', 'hi']","['LOC: असम', 'LOC: दिसपुर']"
1584,"['भारतीय', 'अंतरिक्ष', 'अनुसंधान', 'संगठन']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: भारतीय अंतरिक्ष अनुसंधान संगठन']
1585,"['ग्रीस', 'में', 'सेस्क्लो', ',', '6850', 'ई.पू', '.']","[5, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: ग्रीस']
1586,"['2', 'दसंबर', '1999', 'को', 'इसे', 'विश्व', 'धरोहर', 'में', 'शामिल', 'किया', 'गिया', '.']","[0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: विश्व धरोहर']
1587,"['संयुक्त', 'अरब', 'अमीरात']","[5, 6, 6]","['hi', 'hi', 'hi']",['LOC: संयुक्त अरब अमीरात']
1588,"['अनुप्रेषित', 'सिक्किम', 'के', 'मुख्यमंत्री']","[0, 3, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: सिक्किम के मुख्यमंत्री']
1589,"['टॉड', 'वुडब्रिज', '/', 'मार्क', 'वुडफोर्ड']","[1, 2, 0, 1, 2]","['hi', 'hi', 'hi', 'hi', 'hi']","['PER: टॉड वुडब्रिज', 'PER: मार्क वुडफोर्ड']"
1590,"['किशनगंज', ',', 'बिहार', 'का', 'एक', 'प्रखण्ड।']","[5, 0, 5, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['LOC: किशनगंज', 'LOC: बिहार']"
1591,"['उत्तर', 'प्रदेश', '(', '25', ')']","[5, 6, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: उत्तर प्रदेश']
1592,"['औरंगाबाद', ',', 'बिहार']","[5, 6, 6]","['hi', 'hi', 'hi']","['LOC: औरंगाबाद , बिहार']"
1593,"['आर्क', 'डी', 'ट्रौम्फ़']","[3, 4, 4]","['hi', 'hi', 'hi']",['ORG: आर्क डी ट्रौम्फ़']
1594,"['पुनर्प्रेषित', 'जुगसलाई', '(', 'झारखंड', 'विधानसभा', 'निर्वाचन', 'क्षेत्र', ')']","[0, 3, 4, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: जुगसलाई ( झारखंड विधानसभा निर्वाचन क्षेत्र )']
1595,"['सेरेना', 'विलियम्स', 'ने', 'स्टेफी', 'ग्राफ', 'को', '6–3', ',', '3–6', ',', '7–5', 'से', 'हराया।']","[1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: सेरेना विलियम्स', 'PER: स्टेफी ग्राफ']"
1596,"[""''कथा"", ""''"", '-', 'सुबोध', 'घोष']","[0, 0, 0, 1, 2]","['hi', 'hi', 'hi', 'hi', 'hi']",['PER: सुबोध घोष']
1597,"[""'"", ""''"", 'हरभजन', 'सिंह', ""''"", ""'""]","[0, 0, 1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: हरभजन सिंह']
1598,"[""''संवाद"", ""''"", '—', 'राही', 'मासूम', 'रज़ा']","[0, 0, 0, 1, 2, 2]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: राही मासूम रज़ा']
1599,"['सुकृति', 'कांडपाल', '...', 'जज़्ज़्']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: सुकृति कांडपाल']
1600,"['चारबाग', 'रेलवे', 'स्टेशन']","[3, 4, 4]","['hi', 'hi', 'hi']",['ORG: चारबाग रेलवे स्टेशन']
1601,"['शांता', 'कुमार', '(', '2', ')']","[1, 2, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['PER: शांता कुमार']
1602,"[""'"", ""''"", 'नोवाक', 'जोकोविच', ""''"", ""'""]","[0, 0, 1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: नोवाक जोकोविच']
1603,"['जर्मनी', 'में', 'बेचा', 'जाता', 'है।', '3', '%', 'एबीवी', '(', 'ABV', ')']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: जर्मनी']
1604,"['==', 'एलेन', 'फोरस्ट', 'जू', '==']","[0, 3, 4, 4, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: एलेन फोरस्ट जू']
1605,"[';', ""'"", ""''"", 'गोविंद', 'देवजी', 'का', 'मंदिर', ""''"", ""'""]","[0, 0, 0, 3, 4, 4, 4, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: गोविंद देवजी का मंदिर']
1606,"['प्रीति', 'झंगियानी', '...', '.', 'किरन्']","[1, 2, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['PER: प्रीति झंगियानी']
1607,"['बिहार', '(', '40', ')', '===']","[5, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: बिहार']
1608,"['रणबीर', 'कपूर', ',', 'नर्गिस', 'फ़ख़री', ',', 'शम्मी', 'कपूर']","[1, 2, 0, 1, 2, 0, 1, 2]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: रणबीर कपूर', 'PER: नर्गिस फ़ख़री', 'PER: शम्मी कपूर']"
1609,"['अनुप्रेषित', 'ग्रैंड', 'ट्रंक', 'रोड']","[0, 3, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: ग्रैंड ट्रंक रोड']
1610,"['क्राउन', 'पॉइंट', ',', 'इंडियाना']","[5, 6, 6, 6]","['hi', 'hi', 'hi', 'hi']","['LOC: क्राउन पॉइंट , इंडियाना']"
1611,"['इफ़्तेख़ार', '-', 'पुलिस', 'कमिश्नर']","[1, 0, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: इफ़्तेख़ार']
1612,"['मुंबई]]', ',', 'महाराष्ट्र', ',', 'भारत']","[0, 0, 5, 0, 5]","['hi', 'hi', 'hi', 'hi', 'hi']","['LOC: महाराष्ट्र', 'LOC: भारत']"
1613,"['लाला', 'लाजपतराय', 'पशुचिकित्सा', 'एवं', 'पशुविज्ञान', 'विश्वविद्यालय']","[3, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: लाला लाजपतराय पशुचिकित्सा एवं पशुविज्ञान विश्वविद्यालय']
1614,"['बड़ी', 'दूर', 'से', 'आये', 'हैं', 'में', 'रोन्नी', ""डी'सूजा""]","[3, 4, 4, 4, 4, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: बड़ी दूर से आये हैं']
1615,"['अनुप्रेषित', 'उत्तरी', 'मध्य', 'प्रान्त', ',', 'श्रीलंका']","[0, 5, 6, 6, 6, 6]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['LOC: उत्तरी मध्य प्रान्त , श्रीलंका']"
1616,"['मिस्र', 'की', 'क्रांति', '(', '१९५२', ')']","[3, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: मिस्र की क्रांति ( १९५२ )']
1617,"['किशनगंज', ',', 'बिहार', 'का', 'एक', 'प्रखण्ड।']","[5, 0, 5, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['LOC: किशनगंज', 'LOC: बिहार']"
1618,"['[[उत्तराखण्ड]', '-', 'भारत', 'सरकार', 'के', 'आधिकारिक', 'पोर्टल', 'पर]']","[0, 0, 5, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: भारत']
1619,"['(', '8', ')', 'साफ़', 'आंतरद्रव्यजालिका']","[0, 0, 0, 0, 5]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: आंतरद्रव्यजालिका']
1620,"['2002', ',', '2003', '2004', ',', '(', 'जोनस', 'ब्जोर्कमेन', 'के', 'साथ', ')']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: जोनस ब्जोर्कमेन']
1621,"['महाराजा', 'सूरज', 'मल']","[1, 2, 2]","['hi', 'hi', 'hi']",['PER: महाराजा सूरज मल']
1622,"['पश्चिम', 'बंगाल', 'के', 'मुख्यमन्त्रियों', 'की', 'सूची']","[3, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: पश्चिम बंगाल के मुख्यमन्त्रियों की सूची']
1623,"['अनुप्रेषित', 'कल्लकुरिची', 'लोक', 'सभा', 'निर्वाचन', 'क्षेत्र']","[0, 3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: कल्लकुरिची लोक सभा निर्वाचन क्षेत्र']
1624,"['भारतीय', 'कम्युनिस्ट', 'पार्टी', '(', 'मार्क्सवादी', ')']","[3, 4, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: भारतीय कम्युनिस्ट पार्टी ( मार्क्सवादी )']
1625,"['कांगड़ा', 'लोक', 'सभा', 'निर्वाचन', 'क्षेत्र']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: कांगड़ा लोक सभा निर्वाचन क्षेत्र']
1626,"['राष्ट्रीय', 'राजमार्ग', '५९']","[3, 4, 4]","['hi', 'hi', 'hi']",['ORG: राष्ट्रीय राजमार्ग ५९']
1627,"['परेश', 'रावल', '-', 'कमिश्नर']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: परेश रावल']
1628,"['राम', 'मोहन', '-', 'किशनलाल']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: राम मोहन']
1629,"['मुहम्मद', 'हिदायतुल्लाह', '(', '१९०५–१९९२', ')']","[1, 2, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['PER: मुहम्मद हिदायतुल्लाह']
1630,"['शाम', '(', 'क्षेत्र', ')']","[5, 6, 6, 6]","['hi', 'hi', 'hi', 'hi']",['LOC: शाम ( क्षेत्र )']
1631,"['इस', 'पुस्तक', 'ने', 'कई', 'कॉमिक्स', 'रूपांतरों', 'को', 'प्रेरित', 'किया।']","[0, 0, 0, 0, 1, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: कॉमिक्स']
1632,"['**', 'मद्रिद', '(', 'दूतावास', ')']","[0, 5, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: मद्रिद']
1633,"['सैन', 'डिएगो', ',', 'संयुक्त', 'राज्य', 'अमेरिका']","[5, 6, 0, 5, 6, 6]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['LOC: सैन डिएगो', 'LOC: संयुक्त राज्य अमेरिका']"
1634,"['महेंद्र', 'सिंह', 'धोनी']","[1, 2, 2]","['hi', 'hi', 'hi']",['PER: महेंद्र सिंह धोनी']
1635,"['१९९२', 'अमरीकी', 'ओपन', 'टेनिस', 'प्रतियोगिता']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: १९९२ अमरीकी ओपन टेनिस प्रतियोगिता']
1636,"['नंदिता', 'दास', ',', 'शबाना', 'आज़मी']","[1, 2, 0, 1, 2]","['hi', 'hi', 'hi', 'hi', 'hi']","['PER: नंदिता दास', 'PER: शबाना आज़मी']"
1637,"['सभी', '16', 'टीमों', 'की', 'रैंकिंग', 'आईसीसी', 'द्वारा', 'बनाये', 'गए', 'मापदंड', 'के', 'आधार', 'पर', 'तय', 'की', 'गयी', 'है।']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['ORG: आईसीसी']
1638,"['भारतीय', 'सशस्\u200dत्र', 'सेनाएँ']","[3, 4, 4]","['hi', 'hi', 'hi']",['ORG: भारतीय सशस्\u200dत्र सेनाएँ']
1639,"['बड़ी', 'दूर', 'से', 'आये', 'हैं']","[3, 4, 4, 4, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: बड़ी दूर से आये हैं']
1640,"['छत्तीसगढ़', '(', 'रायपुर', ')']","[5, 0, 5, 0]","['hi', 'hi', 'hi', 'hi']","['LOC: छत्तीसगढ़', 'LOC: रायपुर']"
1641,"['रायस', ',', 'उरुग्वे', 'के', 'इ-गवर्नमेंट', 'के', 'विशेषज्ञ', 'और', 'सलाहकार', '(', 'एजसिक', '(', 'AGESIC', ')', ')', 'द्वारा', 'दिया', 'गया।']","[0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: उरुग्वे']
1642,"['छ्ठी', 'बटालियन', ',', 'राजपूताना', 'राइफल्स']","[0, 0, 0, 3, 4]","['hi', 'hi', 'hi', 'hi', 'hi']",['ORG: राजपूताना राइफल्स']
1643,"['[', '[२७', 'अगस्त]]', '-', 'नेहा', 'धूपिया']","[0, 0, 0, 0, 1, 2]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['PER: नेहा धूपिया']
1644,"['आमिर', 'ख़ान', '-', 'राजा']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: आमिर ख़ान']
1645,"['बिरला', 'प्रौद्योगिकी', 'संस्थान']","[3, 4, 4]","['hi', 'hi', 'hi']",['ORG: बिरला प्रौद्योगिकी संस्थान']
1646,"['धर्मेन्द्र', ',', 'हेमा', 'मालिनी', ',', 'हेलन']","[1, 0, 1, 2, 0, 1]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']","['PER: धर्मेन्द्र', 'PER: हेमा मालिनी', 'PER: हेलन']"
1647,"['रीना', 'रॉय', '-', 'सपना']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: रीना रॉय']
1648,"[""'"", ""''"", 'ब्राजील', ""''"", ""'""]","[0, 0, 5, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi']",['LOC: ब्राजील']
1649,"['दिल्ली', 'जंक्शन', 'रेलवे', 'स्टेशन']","[3, 4, 4, 4]","['hi', 'hi', 'hi', 'hi']",['ORG: दिल्ली जंक्शन रेलवे स्टेशन']
1650,"['अनुप्रेषित', 'जलदापाड़ा', 'राष्ट्रीय', 'उद्यान']","[0, 5, 6, 6]","['hi', 'hi', 'hi', 'hi']",['LOC: जलदापाड़ा राष्ट्रीय उद्यान']
1651,"['सोनाक्षी', 'सिन्हा', '-', 'मिताली']","[1, 2, 0, 0]","['hi', 'hi', 'hi', 'hi']",['PER: सोनाक्षी सिन्हा']
1652,"['भोपाल', ',', '(', 'म', 'प्र', ')']","[5, 0, 0, 0, 0, 0]","['hi', 'hi', 'hi', 'hi', 'hi', 'hi']",['LOC: भोपाल']
