,tokens,ner_tags,langs,spans
97,"['Słušeja', 'k', 'městu', 'Kulow', 'a', 'leža', '134', 'm', 'nad', 'mórskej', 'hładźinu', 'na', 'woběmaj', 'stronomaj', 'Čorneho', 'Halštrowa', '.']","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['LOC: Kulow', 'LOC: Čorneho Halštrowa']"
98,"['Swjatopluk', 'I', '.']","[1, 2, 2]","['hsb', 'hsb', 'hsb']",['PER: Swjatopluk I .']
99,"['Leži', 'při', 'juhozapadnej', 'kromje', 'Choćebuza', ',', 'njedaloko', 'awtodróhi', '15', 'a', 'ma', 'něhdźe', '430', 'wobydlerjow', '.']","[0, 0, 0, 0, 5, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['LOC: Choćebuza', 'ORG: awtodróhi 15']"
100,"['Zwjazkowa', 'dróha', '96']","[3, 4, 4]","['hsb', 'hsb', 'hsb']",['ORG: Zwjazkowa dróha 96']
101,"['WEITERLEITUNG', 'Zinaida', 'Nikolajewna', 'Gippius']","[0, 1, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb']",['PER: Zinaida Nikolajewna Gippius']
102,"['Sučkata', 'wrónica', '(', ""''Lepidium"", 'didymum', ""''"", 'L.', ',', 'Syn', '.']","[5, 6, 0, 0, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Sučkata wrónica']
103,"['Europska', 'dźiwja', 'kóčka']","[5, 6, 6]","['hsb', 'hsb', 'hsb']",['LOC: Europska dźiwja kóčka']
104,"['Sydło', 'krajnoradneho', 'zarjada', 'je', 'Oranienburg', '.']","[0, 0, 0, 0, 5, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Oranienburg']
105,"['WEITERLEITUNG', 'Pawel', 'Pjetrowič', 'Bažow']","[0, 1, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb']",['PER: Pawel Pjetrowič Bažow']
106,"['WEITERLEITUNG', 'Komunistiska', 'strona', 'Awstriskeje']","[0, 3, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb']",['ORG: Komunistiska strona Awstriskeje']
107,"['Rostlina', 'je', 'w', 'nimale', 'cyłej', 'Europje', 'rozšěrjena', '.']","[0, 0, 0, 0, 0, 5, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Europje']
108,"['Swj.', 'Sofija', '(', 'Ohrid', ')']","[3, 4, 4, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Swj. Sofija ( Ohrid )']
109,"['WEITERLEITUNG', 'Domodedowo', '(', 'město', ')']","[0, 5, 6, 6, 6]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Domodedowo ( město )']
110,"['***', 'Sewjerosamiska', 'rěč', '(', '5', ')']","[0, 3, 4, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Sewjerosamiska rěč']
111,"['Słónčnica', '(', 'ród', ')']","[5, 6, 6, 6]","['hsb', 'hsb', 'hsb', 'hsb']",['LOC: Słónčnica ( ród )']
112,"['Lěwica', '(', '28', ')']","[3, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb']",['ORG: Lěwica']
113,"['WEITERLEITUNG', 'Swobodna', 'demokratiska', 'strona']","[0, 3, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb']",['ORG: Swobodna demokratiska strona']
114,"['Leži', 'při', 'prawym', 'brjoze', 'rěki', 'Saar', 'sewjerozapadnje', 'Saarbrückena', '.']","[0, 0, 0, 0, 0, 5, 0, 5, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['LOC: Saar', 'LOC: Saarbrückena']"
115,"[""'"", ""''"", 'Bjelomorsk', ""''"", ""'"", '(', ',', ""''Šuomua"", ""''"", ')', 'je', 'městačko', 'w', 'Ruskej', 'federaciji', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Ruskej federaciji']
116,"[""'"", ""''"", 'Swjetogorsk', ""''"", ""'"", '(', ',', '1887–1948', ""''Enso"", ""''"", ')', 'je', 'město', 'w', 'Ruskej', 'federaciji', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Ruskej federaciji']
117,"['WEITERLEITUNG', 'Literarny', 'institut', 'Maksima', 'Gorkeho']","[0, 3, 4, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Literarny institut Maksima Gorkeho']
118,"[""'"", ""''"", 'Sjerdobsk', ""''"", ""'"", '(', ')', 'je', 'město', 'w', 'Ruskej', 'federaciji', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Ruskej federaciji']
119,"['Po', 'wuswobodźenja', 'wot', 'fašizma', 'přewzachu', 'komunistiscy', 'partizanojo', 'pod', 'wjednistwom', 'Josipa', 'Broza', 'Tita', 'knjejstwo', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['PER: Josipa Broza Tita']
120,"['Žemŕ', '(', ""''Lubsko"", ""''"", ';', '19.332', 'wob', '.']","[5, 0, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Žemŕ']
121,"['Łaz', '(', '6.042', ')']","[5, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb']",['LOC: Łaz']
122,"['W', 'staršich', 'žórłach', 'so', 'swójbje', 'sterkulijowych', 'rostlinow', '(', ""''Sterculiaceae"", ""''"", ')', 'zarjaduje', '.']","[0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: sterkulijowych rostlinow']
123,"['WEITERLEITUNG', 'Wladimir', 'Iljič', 'Lenin']","[0, 1, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb']",['PER: Wladimir Iljič Lenin']
124,"['WEITERLEITUNG', 'Wladimir', 'Wladimirowič', 'Majakowskij']","[0, 1, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb']",['PER: Wladimir Wladimirowič Majakowskij']
125,"['Ivo', 'Andrić', '(', '1892-1975', ')', ',', 'juhosłowjanski', 'spisowaćel', 'a', 'politikar', ',', 'rodźeny', 'w', 'gmejnskim', 'dźělu', 'Dolac']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['PER: Ivo Andrić']
126,"['Universidade', 'Fundação', 'Mineira', 'de', 'Educação', 'e', 'Cultura']","[3, 4, 4, 4, 4, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Universidade Fundação Mineira de Educação e Cultura']
127,"[""'"", ""''"", 'Njeman', ""''"", ""'"", '(', ',', ',', ',', ')', 'je', 'městačko', 'w', 'Ruskej', 'federaciji', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Ruskej federaciji']
128,"['Krušwina', '(', ""''Pyrus"", 'communis', ""''"", ')']","[3, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Krušwina']
129,"['Švehla', ',', 'Antonín', '(', '1873–1933', ')']","[1, 2, 2, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['PER: Švehla , Antonín']"
130,"['WEITERLEITUNG', 'Boris', 'Borisowič', 'Grjebjenšćikow']","[0, 1, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb']",['PER: Boris Borisowič Grjebjenšćikow']
131,"['Witkojc', ',', 'Mina', '(', '1893–1975', ')', ',', 'serbska', 'basnica', 'a', 'spisowaćelka']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['PER: Witkojc , Mina']"
132,"['WEITERLEITUNG', 'Sowjetsk', '(', 'oblasć', 'Kaliningrad', ')']","[0, 3, 4, 4, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Sowjetsk ( oblasć Kaliningrad )']
133,"['Wone', 'ma', 'tři', 'miliony', 'wobydlerjow', 'a', 'je', 'třeće', 'najwjetše', 'město', 'Europskeje', 'unije', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Europskeje unije']
134,"['Martin', 'Gerschwitz', '(', '2005-2012', ')']","[1, 2, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['PER: Martin Gerschwitz']
135,"['WEITERLEITUNG', 'Zwjazkowa', 'awtodróha', '4']","[0, 3, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb']",['ORG: Zwjazkowa awtodróha 4']
136,"['Jan', 'Arnošt', 'Smoler', '(', '1816–1884', ')']","[1, 2, 2, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['PER: Jan Arnošt Smoler']
137,"['Křesćanski', 'zwjazk', 'młodych', 'mužow']","[3, 4, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb']",['ORG: Křesćanski zwjazk młodych mužow']
138,"['Leža', 'wósom', 'kilometrow', 'sewjernje', 'stareho', 'města', 'a', '186', 'm', 'nad', 'mórskej', 'hładźinu', 'na', 'woběmaj', 'bokomaj', 'Lubaty', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Lubaty']
139,"['Hainichen', '(', '8.812', ')']","[5, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb']",['LOC: Hainichen']
140,"['Gottfried', 'Wilhelm', 'Leibniz', '(', '1646–1716', ')', ',', 'filozof', ',', 'politikar', 'a', 'uniwersalny', 'wučenc']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['PER: Gottfried Wilhelm Leibniz']
141,"['WEITERLEITUNG', 'Bjedrich', 'II.', '(', 'Pruska', ')']","[0, 1, 2, 2, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['PER: Bjedrich II. ( Pruska )']
142,"['Ray', 'Manzarek', '(', '1965-1973', ')']","[1, 2, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['PER: Ray Manzarek']
143,"[""'"", ""''"", 'Njelidowo', ""''"", ""'"", '(', ')', 'je', 'město', 'w', 'Ruskej', 'federaciji', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Ruskej federaciji']
144,"['Leži', 'něhdźe', '45', 'kilometrow', 'na', 'zapad', 'wot', 'Luhanska', 'a', 'ma', 'nimale', '120', 'tysac', 'wobydlerjow', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Luhanska']
145,"[""''Potentilla"", 'opaca', ""''"", 'L', '.']","[0, 0, 0, 1, 2]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['PER: L .']
146,"['Wone', 'słušeja', 'hač', 'do', 'dźensnišeho', 'ke', 'Commonwealthej', '.']","[0, 0, 0, 0, 0, 0, 3, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Commonwealthej']
147,"['Socialdemokratiski', 'zwjazk', 'Makedonskeje']","[3, 4, 4]","['hsb', 'hsb', 'hsb']",['ORG: Socialdemokratiski zwjazk Makedonskeje']
148,"['Němska', 'narodna', 'biblioteka']","[3, 4, 4]","['hsb', 'hsb', 'hsb']",['ORG: Němska narodna biblioteka']
149,"['Jan', 'Krygaŕ', '(', '1598–1662', ')']","[1, 2, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['PER: Jan Krygaŕ']
150,"['WEITERLEITUNG', 'Železniska', 'čara', 'Berlin–Zhorjelc']","[0, 3, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb']",['ORG: Železniska čara Berlin–Zhorjelc']
151,"['Leži', 'při', 'rěce', 'Dnjepr', 'někak', '350', 'kilometrow', 'wot', 'Kijewa', 'Ma', '230', 'tysac', 'wobydlerjow', '.']","[0, 0, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['ORG: Dnjepr', 'LOC: Kijewa']"
152,"['Jan', 'Pawoł', 'II', '.', '(', '1978–2005', ')']","[1, 2, 2, 2, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['PER: Jan Pawoł II .']
153,"['WEITERLEITUNG', 'Tachantska', 'cyrkej', 'swj.', 'Pětra']","[0, 3, 4, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Tachantska cyrkej swj. Pětra']
154,"['Kosmaty', 'žiłan', '(', ""''Agrimonia"", 'pilosa', ""''"", ')']","[5, 6, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Kosmaty žiłan']
155,"['Leža', 'něhdźe', '100', 'kilometrow', 'zapadnje', 'wot', 'brjoha', 'Marokka', 'a', 'Zapadneje', 'Sahary', 'w', 'Africe', 'a', 'słušeja', 'k', 'Španiskej', '(', 'a', 'potajkim', 'k', 'Europskej', 'uniji', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 6, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 3, 4, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['LOC: Marokka', 'LOC: Zapadneje Sahary', 'LOC: Africe', 'LOC: Španiskej', 'ORG: Europskej uniji']"
156,"['Běži', 'přez', 'južnu', 'Běłorusku', 'a', 'sewjernu', 'Ukrainu', 'a', 'je', 'najwjetši', 'přitok', 'Dnjepra', '.']","[0, 0, 0, 5, 0, 0, 5, 0, 0, 0, 0, 3, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['LOC: Běłorusku', 'LOC: Ukrainu', 'ORG: Dnjepra']"
157,"['Leža', 'zapadnje', 'Wojerec', 'a', 'wuchodnje', 'Wikowa', 'při', 'Čornym', 'Halštrowje', '.']","[0, 0, 5, 0, 0, 5, 0, 5, 6, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['LOC: Wojerec', 'LOC: Wikowa', 'LOC: Čornym Halštrowje']"
158,"['Leža', 'w', 'dólčku', 'zapadnje', 'zwjazkoweje', 'dróhi', '96', '.']","[0, 0, 0, 0, 3, 4, 4, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: zwjazkoweje dróhi 96']
159,"['WEITERLEITUNG', 'Wokrjes', 'Sewjerna', 'Sakska']","[0, 5, 6, 6]","['hsb', 'hsb', 'hsb', 'hsb']",['LOC: Wokrjes Sewjerna Sakska']
160,"['WEITERLEITUNG', 'Wladimir', 'Iljič', 'Lenin']","[0, 1, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb']",['PER: Wladimir Iljič Lenin']
161,"['**', 'Pyšny', 'trubownik', '(', ""''Catalpa"", 'speciosa', ""''"", '(', 'Warder', ')', 'Engelm', '.']","[0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Pyšny trubownik']
162,"['Rostlina', 'je', 'jedyn', 'ze', 'staršeju', 'čerwjeneho', 'jěrowca', '(', ""''Aesculus"", 'x', 'carnea', ""''"", ')', '.']","[0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: čerwjeneho jěrowca']
163,"['Leibniz', ',', 'Gottfried', 'Wilhelm']","[1, 2, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb']","['PER: Leibniz , Gottfried Wilhelm']"
164,"['Leži', 'zapadnje', 'Drježdźan', 'při', 'awtodróze', '4', 'a', 'ma', 'něhdźe', '13.500', 'wobydlerjow', '.']","[0, 0, 5, 0, 3, 4, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['LOC: Drježdźan', 'ORG: awtodróze 4']"
165,"['Najskerje', 'so', 'móže', 'podobny', 'poćah', 'k', 'georgiskemu', 'słowu', ""''ღვინო"", ""''"", '[ghwino]', 'měnić', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: georgiskemu']
166,"[""'"", ""''"", 'Kiseljowsk', ""''"", ""'"", '(', ""''Киселёвск"", ""''"", ')', 'je', 'město', 'w', 'aziskim', 'dźělu', 'Ruskeje', 'federacije', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 6, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['LOC: aziskim', 'LOC: Ruskeje federacije']"
167,"['Wološin', ',', 'Maksimilian', 'Aleksandrowič']","[1, 2, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb']","['PER: Wološin , Maksimilian Aleksandrowič']"
168,"['Rostlina', 'je', 'domjaca', 'w', 'juhowuchodnej', 'Europje', 'na', 'tamnišich', 'lěsnych', 'kromach', 'a', 'skalnych', 'zwisach', '.']","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Europje']
169,"['Leži', 'při', 'Zwjazkowej', 'awtodróze', '13', 'a', 'ma', 'wokoło', '2.200', 'wobydlerjow', '.']","[0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Zwjazkowej awtodróze 13']
170,"['WEITERLEITUNG', 'Křesťanská', 'a', 'demokratická', 'unie', '–', 'Československá', 'strana', 'lidová']","[0, 3, 4, 4, 4, 4, 4, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Křesťanská a demokratická unie – Československá strana lidová']
171,"[""'"", ""''"", 'Konstantinowsk', ""''"", ""'"", '(', ')', 'je', 'město', 'w', 'juhu', 'Ruskeje', 'federacije', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Ruskeje federacije']
172,"['Křesćansko-socialna', 'unija', 'w', 'Bayerskej']","[3, 4, 4, 4]","['hsb', 'hsb', 'hsb', 'hsb']",['ORG: Křesćansko-socialna unija w Bayerskej']
173,"['British', 'National', 'Party']","[3, 4, 4]","['hsb', 'hsb', 'hsb']",['ORG: British National Party']
174,"['Leži', 'wuchodnje', 'Mišna', 'a', 'ma', 'wokoło', '10.000', 'wobydlerjow', '.']","[0, 0, 5, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Mišna']
175,"['Leži', 'tři', 'kilometry', 'sewjerozapadnje', 'stareho', 'města', 'a', '288', 'm', 'nad', 'mórskej', 'hładźinu', 'při', 'zwjazkowej', 'dróze', '6', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: zwjazkowej dróze 6']
176,"['Paul', 'McCartney', '(', '1960-1970', ')']","[1, 2, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['PER: Paul McCartney']
177,"[""'"", ""''"", 'Iwangorod', ""''"", ""'"", '(', ',', ""''Jaanilinn"", ""''"", ')', 'je', 'město', 'w', 'Ruskej', 'federaciji', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Ruskej federaciji']
178,"['******', 'paraguayska', 'Guaranišćina', '(', 'ca', '.']","[0, 3, 4, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: paraguayska Guaranišćina']
179,"['Zažna', 'pyšnica', '(', ""''Agapanthus"", 'umbellatus', ""''"", ',', 'syn', '.']","[3, 4, 0, 0, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Zažna pyšnica']
180,"['WEITERLEITUNG', 'Ludwik', 'Lejzer', 'Zamenhof']","[0, 1, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb']",['PER: Ludwik Lejzer Zamenhof']
181,"['Lěwica', '(', '16', ')']","[3, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb']",['ORG: Lěwica']
182,"['Leži', '20', 'kilometrow', 'sewjerowuchodnje', 'Kamjenicy', 'při', 'zwjazkowej', 'awtodróze', '4', '.']","[0, 0, 0, 0, 5, 0, 3, 4, 4, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['LOC: Kamjenicy', 'ORG: zwjazkowej awtodróze 4']"
183,"['Přez', 'gmejnski', 'teritorij', 'wjedźe', 'awtodróha', 'A', '13', '(', 'Berlin', ')', '.']","[0, 0, 0, 0, 3, 4, 4, 0, 5, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['ORG: awtodróha A 13', 'LOC: Berlin']"
184,"['****', 'Magelanska', 'fuchsija', '(', ""''Fuchsia"", 'magellanica', ""''"", ')']","[0, 5, 6, 0, 0, 0, 0, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['LOC: Magelanska fuchsija']
185,"['WEITERLEITUNG', 'Swjatlana', 'Aljaksandrawna', 'Aleksijewič']","[0, 1, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb']",['PER: Swjatlana Aljaksandrawna Aleksijewič']
186,"['Ernesto', 'Che', 'Guevara']","[1, 2, 2]","['hsb', 'hsb', 'hsb']",['PER: Ernesto Che Guevara']
187,"['Přisłuša', 'hač', 'do', 'dźensnišeho', 'Commonwealthej', '.']","[0, 0, 0, 0, 3, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']",['ORG: Commonwealthej']
188,"['von', 'Däniken', ',', 'Erich']","[1, 2, 2, 2]","['hsb', 'hsb', 'hsb', 'hsb']","['PER: von Däniken , Erich']"
189,"['Słuša', 'k', 'městu', 'Kulow', 'a', 'leži', '123', 'metrow', 'nad', 'mórskej', 'hładźinu', 'při', 'Čornym', 'Halštrowje', '.']","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0]","['hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb', 'hsb']","['LOC: Kulow', 'LOC: Čornym Halštrowje']"
