,tokens,ner_tags,langs,spans
94,"['Allir', 'sangirnir', 'eru', 'skrivaðir', 'av', 'Lennon', '/', 'McCartney', 'um', 'einki', 'annað', 'er', 'viðmerkt', '.']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['PER: Lennon', 'PER: McCartney']"
95,"['Tær', 'røkka', 'frá', 'Eysturríki', 'og', 'Slovenia', 'í', 'eystri', ',', 'gjøgnum', 'Italia', ',', 'Sveis', ',', 'Liktinstein', 'og', 'Týskland', ';', 'til', 'Fraklands', 'í', 'vesturi', '.']","[0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 5, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: Eysturríki', 'LOC: Slovenia', 'LOC: Italia', 'LOC: Sveis', 'LOC: Liktinstein', 'LOC: Týskland', 'LOC: Fraklands']"
96,"['Skotsk', 'whisky', 'hevur', 'ein', 'eyðkendan', 'royksmakk', ',', 'sum', 'er', 'treytaður', 'av', 'mongdini', 'av', 'maltaða', 'bygginum', ',', 'sum', 'er', 'turkað', 'yvir', 'brennandi', 'torvi', '.']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Skotsk whisky']
97,"['De', 'La', 'Soul', 'Is', 'Dead']","[3, 4, 4, 4, 4]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: De La Soul Is Dead']
98,"['Manchester', 'United', 'F.C', '.']","[3, 4, 4, 4]","['fo', 'fo', 'fo', 'fo']",['ORG: Manchester United F.C .']
99,"['Sum', 'tíðin', 'leið', ',', 'løgdu', 'teir', 'tað', ',', 'ið', 'eftir', 'var', 'av', 'landinum', ',', 'undir', 'seg', ',', 'so', 'hvørt', 'sum', 'bretsk', 'niðursetufólk', 'fóru', 'vestureftir', 'og', 'norðureftir', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: bretsk']
100,"['Eigarin', 'og', 'stovnarin', 'er', 'høvundurin', 'Rakel', 'Helmsdal', '.']","[0, 0, 0, 0, 0, 1, 2, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Rakel Helmsdal']
101,"['Sao', 'Tomi', 'og', 'Prinsipi']","[5, 6, 6, 6]","['fo', 'fo', 'fo', 'fo']",['LOC: Sao Tomi og Prinsipi']
102,"[""'"", ""''"", 'B71', ""''"", ""'""]","[0, 0, 3, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: B71']
103,"['Bert', 'Bjørk', 'Herup', 'Olsen', 'rann', 'skjótari', '.']","[0, 1, 2, 2, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Bjørk Herup Olsen']
104,"['Tí', 'kemur', 'metingin', 'hjá', 'IMF', 'óvart', '.']","[0, 0, 0, 0, 3, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: IMF']
105,"['Yrkjarin', 'Regin', 'Dahl', 'er', 'eisini', 'virkin', 'sum', 'tónaskald', ',', 'menn', 'hann', 'skrivaði', 'ongantíð', 'løgini', 'niður', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Regin Dahl']
106,"['Tað', 'varð', 'hildið', 'at', 'liggja', 'sunnanfyri', 'Ísland', ',', 'vestanfyri', 'Føroyar', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: Ísland', 'LOC: Føroyar']"
107,"[""'"", ""''"", 'Snípustelkur', ""''"", ""'""]","[0, 0, 5, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Snípustelkur']
108,"['Jóan', 'Petur', 'Gregoriussen']","[1, 2, 2]","['fo', 'fo', 'fo']",['PER: Jóan Petur Gregoriussen']
109,"['PADI', 'hevur', 'skrivstovur', 'í', 'Avstralia', ',', 'Kanada', ',', 'Sveis', ',', 'Japan', ',', 'Svøríki', ',', 'Stóra', 'Bretland', 'og', 'Sameindu', 'Statunum', 'USA', '.']","[0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 6, 0, 5, 6, 6, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: Avstralia', 'LOC: Kanada', 'LOC: Sveis', 'LOC: Japan', 'LOC: Svøríki', 'LOC: Stóra Bretland', 'LOC: Sameindu Statunum USA']"
110,"['Tað', 'at', 'nokta', 'materiellu', 'kringumstøðurnar', 'hjá', 'okkum', 'og', 'tær', 'avleiðingar', ',', 'ið', 'hetta', 'hevur', ',', 'eins', 'og', 'Sokrates', 'ofta', 'gjørdi', ',', 'nevnist', 'oftani', '``', 'platonisma', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Sokrates']
111,"['Í', 'fyrstani', ',', 'tá', 'ið', 'evropear', 'komu', 'til', 'stakríkið', ',', 'vaks', 'skógur', 'heilt', 'út', 'til', 'strondina', 'nógvastaðni', ',', 'men', 'teir', 'ruddaðu', 'skógirnar', ',', 'so', 'teir', 'kundu', 'fáa', 'dyrkað', 'jørðina', '.']","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: evropear']
112,"['Ludwig', 'van', 'Beethoven', '(', 'tónaskald', ')']","[1, 2, 2, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Ludwig van Beethoven']
113,"['Bænadikt', 'úr', 'Nursia']","[1, 2, 2]","['fo', 'fo', 'fo']",['PER: Bænadikt úr Nursia']
114,"['KÍ', '(', 'kvinnur', ')']","[3, 4, 4, 4]","['fo', 'fo', 'fo', 'fo']",['ORG: KÍ ( kvinnur )']
115,"['Eivør', 'Pálsdóttir', ',', 'tónleikari', ',', '3', 'ár', ',']","[1, 2, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Eivør Pálsdóttir']
116,"['Hanus', 'G.', 'Johansen', '3', 'mánaðir']","[1, 2, 2, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['PER: Hanus G. Johansen']
117,"[""''"", 'Sylvia', 'borin', ""''"", '(', 'Garðljómari', ')']","[0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Garðljómari']
118,"['Sáttmálin', 'um', 'heimsarvin']","[3, 4, 4]","['fo', 'fo', 'fo']",['ORG: Sáttmálin um heimsarvin']
119,"[""'"", ""''"", 'EB', '/', 'Streymur', ""''"", ""'""]","[0, 0, 3, 4, 4, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: EB / Streymur']
120,"['Býurin', 'liggur', 'vestanfyri', 'Milano', '.']","[0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Milano']
121,"['Inniheldur', 'ein', 'dreymasekvens', 'gjørt', 'av', 'Salvador', 'Dalí']","[0, 0, 0, 0, 0, 1, 2]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Salvador Dalí']
122,"['Frælsur', 'ítróttur', '-', 'sí', 'úrslit']","[3, 4, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Frælsur ítróttur']
123,"['*1995', 'Zacharias', 'Heinesen', ""''"", '.']","[0, 1, 2, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['PER: Zacharias Heinesen']
124,"['Hann', 'skrivaði', 'fyrstu', 'føroysku', 'bygdarsøguna', '.']","[0, 0, 0, 5, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: føroysku']
125,"['Sambært', 'søgnini', 'varð', ""''Hálfdan"", ""''"", 'tikin', 'fangi', 'og', 'ofraður', 'til', 'Óðin', 'sum', ""'blóð-ørn"", ""'"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Óðin']
126,"['Byrta', '-', 'Í', 'tínum', 'eygum']","[3, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Byrta']
127,"[""'"", ""''"", 'Spónnev', ""''"", ""'""]","[0, 0, 5, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Spónnev']
128,"['Sí', 'Magnus', 'Heinason', '(', 'persónur', ')', '.']","[0, 1, 2, 2, 2, 2, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Magnus Heinason ( persónur )']
129,"['Jens', 'Pauli', 'Heinesen', 'Rói', 'Patursson']","[1, 2, 2, 1, 2]","['fo', 'fo', 'fo', 'fo', 'fo']","['PER: Jens Pauli Heinesen', 'PER: Rói Patursson']"
130,"['Har', 'býr', 'eisini', 'onkur', 'føroyingur', '.']","[0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: føroyingur']
131,"['Sunleif', 'Rasmussen', 'skrivað', 'fleiri', 'verk', 'til', 'hansara', '.']","[1, 2, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Sunleif Rasmussen']
132,"['Jean-Paul', 'Sartre', '(', 'noktaði', 'at', 'taka', 'ímóti', 'virðislønini', ')']","[1, 2, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Jean-Paul Sartre']
133,"['Hann', 'byrjaði', 'yrkisleið', 'sína', 'í', 'The', 'Beatles', 'saman', 'við', 'Paul', 'McCartney', ',', 'George', 'Harrison', 'og', 'Ringo', 'Starr', '.']","[0, 0, 0, 0, 0, 3, 4, 0, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['ORG: The Beatles', 'PER: Paul McCartney', 'PER: George Harrison', 'PER: Ringo Starr']"
134,"['Símun', 'av', 'Skarði', '1889–1942']","[1, 2, 2, 0]","['fo', 'fo', 'fo', 'fo']",['PER: Símun av Skarði']
135,"['Jóannes', 'Eidesgaard', ',', 'lstm.', ',', 'jv', '.']","[1, 2, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Jóannes Eidesgaard']
136,"['The', 'Coca', 'Cola', 'Company']","[3, 4, 4, 4]","['fo', 'fo', 'fo', 'fo']",['ORG: The Coca Cola Company']
137,"['Flestu', 'føroyingar', 'hoyra', 'til', 'fólkakirkjuna', '.']","[0, 5, 0, 0, 3, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: føroyingar', 'ORG: fólkakirkjuna']"
138,"[""'"", ""''"", 'ÍF', ""''"", ""'""]","[0, 0, 3, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: ÍF']
139,"['Hann', 'var', 'fyrsti', 'liðskipari', 'hjá', 'Føroyska', 'A-landsliðnum', ',', 'eftir', 'at', 'landsliðið', 'fekk', 'UEFA', 'limaskap', '.']","[0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 3, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['ORG: Føroyska A-landsliðnum', 'ORG: UEFA']"
140,"['The', 'Dreams', '”Verden', 'Vil', 'Bedrages”', ',']","[3, 4, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: The Dreams']
141,"['Elektrisitetsverkið', 'í', 'Botni']","[3, 4, 4]","['fo', 'fo', 'fo']",['ORG: Elektrisitetsverkið í Botni']
142,"['Politikarin', 'Høgni', 'Hoydal', 'er', 'abbasonur', 'hansara', '.']","[0, 1, 2, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Høgni Hoydal']
143,"['USA', ',', 'Suðurafrika', 'og', 'Avstralia', 'verða', 'tey', 'nevnd', '``', 'Sparkling', 'wine', ""''"", '.']","[5, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: USA', 'LOC: Suðurafrika', 'LOC: Avstralia']"
144,"['Jóannes', 'Eidesgaard', ',', 'løgm', 'jv', '.']","[1, 2, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Jóannes Eidesgaard']
145,"['Región', 'Høvuðsstaðurin', '(', '1.645.825', 'íbúgvar', ')']","[5, 6, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Región Høvuðsstaðurin']
146,"['Hann', 'var', 'prestur', 'og', 'gjørdist', 'gitin', 'fyri', 'javnstøðu', 'ímillum', 'hvít', 'og', 'svørt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: svørt']
147,"['Á', 'mongum', 'upprunaligum', 'vakstrarplássum', 'er', 'hann', 'horvin', ',', 'bara', 'í', 'Hvalvík', 'veksur', 'hann', 'í', 'stórum', 'tali', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Hvalvík']
148,"['Hann', 'málaði', 'ofta', 'portrett', 'av', 'vinmanni', 'sínum', 'Knut', 'Hamsun', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Knut Hamsun']
149,"[""''"", ""'Haldarsvík"", ""''"", ""'"", ',', 'eisini', 'nevnd', ""'"", ""''"", 'Vík', ""''"", ""'"", ',', 'er', 'ein', 'bygd', 'í', 'Streymoy', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Streymoy']
150,"['Borgarar', 'úr', 'øðrum', 'londum', ',', 'ið', 'hava', 'havt', 'fastan', 'bústað', 'í', 'Føroyum', 'seinastu', '3', 'árini', 'undan', 'valinum', ',', 'hava', 'eisini', 'rætt', 'at', 'velja', 'og', 'stilla', 'upp', 'til', 'kommunuval', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Føroyum']
151,"['Mark', 'Twain', '(', 'rithøvundur', ')']","[1, 2, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['PER: Mark Twain']
152,"['B71', 'gjørdist', 'vinnari', 'av', 'deildini', 'við', '41', 'stigum', 'og', 'rykti', 'upp', 'í', '1', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: B71']
153,"['Sambandsflokkurin', '7', '(', '0', ')']","[3, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Sambandsflokkurin']
154,"[""'"", ""''"", '1.', 'deild', 'kvinnur', ""''"", ""'""]","[0, 0, 3, 4, 4, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: 1. deild kvinnur']
155,"['føroyski', 'svimjarin', 'Pál', 'Joensen', 'svam', 'seg', 'eisini', 'í', 'finaluna', 'í', 'hesi', 'svimjikapping', ',', 'hann', 'gjørdist', 'nummar', '7', '.']","[5, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: føroyski', 'PER: Pál Joensen']"
156,"['Monsun\xad', 'vindar', 'eru', 'um', 'alt', 'Suðurásia', 'og', 'eru', 'orsøk', 'til', 'heilt', 'serlig', 'veðurfyri\xadbrigdi', '.']","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Suðurásia']
157,"['Siumut', 'gjørdist', 'størsti', 'flokkur', ',', 'tó', 'at', 'hann', 'misti', '8,6', '%', 'av', 'atkvøðunum', '.']","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: Siumut']
158,"['Hann', 'var', 'bróðir', 'Poul', 'F.', 'Joensen', '.']","[0, 0, 0, 1, 2, 2, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Poul F. Joensen']
159,"['Christoffer', 'von', 'Gabel']","[1, 2, 2]","['fo', 'fo', 'fo']",['PER: Christoffer von Gabel']
160,"['Allir', 'sangirnir', 'eru', 'skrivaðir', 'av', 'Lennon', '/', 'McCartney', 'um', 'einki', 'annað', 'er', 'viðmerkt', '.']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['PER: Lennon', 'PER: McCartney']"
161,"['Sagt', 'verður', ',', 'at', 'bretski', 'internetbrúkarin', ""''Falco"", ""''"", 'hevur', 'uppfunnið', 'byrjanina', 'til', 'Póllandbóltin', '.']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: bretski']
162,"['Alexandra', ',', 'greivinna', 'av', 'Frederiksborg']","[1, 2, 2, 2, 2]","['fo', 'fo', 'fo', 'fo', 'fo']","['PER: Alexandra , greivinna av Frederiksborg']"
163,"['Sverre', 'Magnus', 'prinsur', 'av', 'Noregi']","[1, 2, 2, 2, 2]","['fo', 'fo', 'fo', 'fo', 'fo']",['PER: Sverre Magnus prinsur av Noregi']
164,"[""'"", ""''"", 'B71', ""''"", ""'""]","[0, 0, 3, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['ORG: B71']
165,"['Tá', 'harðast', 'leikaði', 'á', ',', 'vóru', 'upp', 'móti', '8000', 'hermenn', 'í', 'Føroyum', ',', 'yvir', '5000', 'av', 'teimum', 'í', 'Vágunum', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: Føroyum', 'LOC: Vágunum']"
166,"[""''"", 'Emberiza', 'pusilla', ""''"", '(', 'Dvørgspurvur', ')']","[0, 0, 0, 0, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Dvørgspurvur']
167,"['Kim', 'Il', 'Sung']","[1, 2, 2]","['fo', 'fo', 'fo']",['PER: Kim Il Sung']
168,"[""'"", ""''"", 'Landskrona', ""''"", ""'""]","[0, 0, 5, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Landskrona']
169,"['Ein', 'fjórðingar', 'av', 'fólkinum', 'í', 'Noðurdakota', 'eru', 'norskamerikanar', '.']","[0, 0, 0, 0, 0, 5, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Noðurdakota']
170,"['KÍ', 'kvinnurnar', 'hava', 'vunnið', '14', 'FM', 'heiti', 'á', 'rað', 'og', 'so', 'hava', 'tær', 'vunnið', 'steypakappingina', '10', 'ferðir', '.']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['ORG: KÍ kvinnurnar']
171,"['Men', 'sum', 'væntandi', 'er', 'í', 'munnligari', 'søgulist', ',', 'hava', 'fólk', 'lagað', 'tey', 'til', 'so', 'við', 'og', 'við', ',', 'so', 'tey', 'ofta', 'hava', 'føroyskan', 'dám', 'í', 'mongum', 'lutum', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: føroyskan']
172,"['TeenStreet', 'er', 'í', 'Týsklandi', 'eina', 'fer', 'um', 'ári', '(', 'summari', ')', '.']","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Týsklandi']
173,"['Hin', 'føroyski', 'fólkaflokkurin']","[3, 4, 4]","['fo', 'fo', 'fo']",['ORG: Hin føroyski fólkaflokkurin']
174,"['Á', 'øllum', 'støðum', 'har', 'bøkur', 'verða', 'seldar', 'sært', 'tú', 'bókina', 'sum', 'Osteen', 'hevur', 'skrivað', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Osteen']
175,"['Patursson', ',', 'Súsanna', 'Helena']","[1, 2, 2, 2]","['fo', 'fo', 'fo', 'fo']","['PER: Patursson , Súsanna Helena']"
176,"['Teir', 'halda', 'til', 'í', 'hálendinum', 'í', 'marknalendinum', 'ímillum', 'Turkaland', ',', 'Iran', ',', 'Irak', 'og', 'Sýria', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: Turkaland', 'LOC: Iran', 'LOC: Irak', 'LOC: Sýria']"
177,"['19.', 'mai', '-', 'Mustafa', 'Kemal', 'Atatürk']","[5, 6, 0, 1, 2, 2]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']","['LOC: 19. mai', 'PER: Mustafa Kemal Atatürk']"
178,"['Billboard', '(', 'tíðarrit', ')']","[3, 4, 4, 4]","['fo', 'fo', 'fo', 'fo']",['ORG: Billboard ( tíðarrit )']
179,"['Tallinn', 'er', 'høvuðsbýur', 'og', 'størsti', 'býur', 'í', 'landslutinum', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['LOC: Tallinn']
180,"['Jógvan', 'Sundstein', ',', 'vløgm', '.']","[1, 2, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo']",['PER: Jógvan Sundstein']
181,"['Hjá', 'monnunum', 'var', 'tað', 'Pál', 'Joensen', ',', 'ið', 'vann', 'heiðurin', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Pál Joensen']
182,"['Eldri', 'beiggi', 'hansara', 'eitur', 'Frederik', '.']","[0, 0, 0, 0, 1, 0]","['fo', 'fo', 'fo', 'fo', 'fo', 'fo']",['PER: Frederik']
