,tokens,ner_tags,langs,spans
464,"[""'"", ""''"", '(', ')', ""'"", ""''"", 'er', 'þriðja', 'plata', 'Sigur', 'Rósar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Sigur Rósar']
465,"['Næsta', 'stórborgin', 'er', 'Basel', 'í', 'Sviss', 'um', '35', 'km', 'til', 'suðurs', '.']","[0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Basel', 'LOC: Sviss']"
466,"['Carl', 'Gustav', 'Jacob', 'Jacobi']","[1, 2, 2, 2]","['is', 'is', 'is', 'is']",['PER: Carl Gustav Jacob Jacobi']
467,"['Styttan', 'er', 'varðveitt', 'á', 'Þjóðminjasafni', 'Íslands', '.']","[0, 0, 0, 0, 3, 4, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Þjóðminjasafni Íslands']
468,"['Albert', 'Einstein', 'var', 'einn', 'þeirra', '.']","[1, 2, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['PER: Albert Einstein']
469,"['tilvísun', 'Braunau', 'am', 'Inn']","[0, 5, 6, 6]","['is', 'is', 'is', 'is']",['LOC: Braunau am Inn']
470,"[""'"", ""''"", 'Austurríki', ""'"", ""''""]","[0, 0, 5, 0, 0]","['is', 'is', 'is', 'is', 'is']",['LOC: Austurríki']
471,"['Vinstrihreyfingin', '–', 'grænt', 'framboð']","[3, 4, 4, 4]","['is', 'is', 'is', 'is']",['ORG: Vinstrihreyfingin – grænt framboð']
472,"['tilvísun', 'Herbert', 'Paul', 'Grice']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Herbert Paul Grice']
473,"['Vinstrihreyfingin', '–', 'grænt', 'framboð']","[3, 4, 4, 4]","['is', 'is', 'is', 'is']",['ORG: Vinstrihreyfingin – grænt framboð']
474,"[""'"", ""''"", 'Egyptaland', ""''"", ""'""]","[0, 0, 5, 0, 0]","['is', 'is', 'is', 'is', 'is']",['LOC: Egyptaland']
475,"['Við', 'götuna', 'er', 'fjöldi', 'fyrirtækja', 'og', 'íbúða', ',', 'auk', 'gamals', 'fangelsis', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: fangelsis']
476,"['Fylkið', 'er', 'í', 'landshlutanum', 'Þrændalög', '.']","[0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['LOC: Þrændalög']
477,"['Lubusz', '(', 'hérað', ')']","[5, 6, 6, 6]","['is', 'is', 'is', 'is']",['LOC: Lubusz ( hérað )']
478,"['TILVÍSUN', 'Norður-Karólínuháskóli', 'í', 'Chapel', 'Hill']","[0, 3, 4, 4, 4]","['is', 'is', 'is', 'is', 'is']",['ORG: Norður-Karólínuháskóli í Chapel Hill']
479,"['Los', 'Angeles', ',', 'Kalifornía', '(', '1', ')']","[5, 6, 0, 5, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Los Angeles', 'LOC: Kalifornía']"
480,"['Ári', 'síðar', 'hélt', 'hann', 'í', 'námsreisu', 'til', 'Ítalíu', 'þar', 'sem', 'hann', 'hélt', 'sig', 'næstu', 'sex', 'árin', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Ítalíu']
481,"['Bremen', 'rekin', 'úr', 'Hansasambandinu', '.']","[5, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is']","['LOC: Bremen', 'LOC: Hansasambandinu']"
482,"[""'"", ""''"", 'Skagafjörður', '77', ""''"", ""'"", '-', '51', 'Snæfellsbær']","[0, 0, 5, 0, 0, 0, 0, 0, 5]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Skagafjörður', 'LOC: Snæfellsbær']"
483,"['tilvísun', 'Johann', 'Peter', 'Gustav', 'Lejeune', 'Dirichlet']","[0, 1, 2, 2, 2, 2]","['is', 'is', 'is', 'is', 'is', 'is']",['PER: Johann Peter Gustav Lejeune Dirichlet']
484,"['*1998–2007', '-', 'Kristján', 'Þór', 'Júlíusson']","[0, 0, 1, 2, 2]","['is', 'is', 'is', 'is', 'is']",['PER: Kristján Þór Júlíusson']
485,"['Eyjan', 'Texel', ',', 'stærst', 'Vesturfrísnesku', 'eyjanna', ',', 'tilheyrir', 'fylkinu', '.']","[0, 5, 0, 0, 5, 6, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Texel', 'LOC: Vesturfrísnesku eyjanna']"
486,"['Hann', 'var', 'í', 'móðurætt', 'skyldur', 'Einari', 'Benediktssyni', 'og', 'Sigurði', 'Nordal', '.']","[0, 0, 0, 0, 0, 1, 2, 0, 1, 2, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['PER: Einari Benediktssyni', 'PER: Sigurði Nordal']"
487,"['Jón', 'Sigurðsson', '(', 'forseti', ')']","[1, 2, 2, 2, 2]","['is', 'is', 'is', 'is', 'is']",['PER: Jón Sigurðsson ( forseti )']
488,"['tilvísun', 'Gylfi', 'Þór', 'Sigurðsson']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Gylfi Þór Sigurðsson']
489,"['Líbanon', '(', '10', ')']","[5, 0, 0, 0]","['is', 'is', 'is', 'is']",['LOC: Líbanon']
490,"['Dolly', '(', '1', ')']","[1, 0, 0, 0]","['is', 'is', 'is', 'is']",['PER: Dolly']
491,"[""'"", ""''"", 'Taíland', ""''"", ""'""]","[0, 0, 5, 0, 0]","['is', 'is', 'is', 'is', 'is']",['LOC: Taíland']
492,"['tilvísun', 'Súla', '(', 'fugl', ')']","[0, 5, 6, 6, 6]","['is', 'is', 'is', 'is', 'is']",['LOC: Súla ( fugl )']
493,"['Nubo', 'hefur', 'ýmisleg', 'tengsl', 'við', 'Ísland', '.']","[0, 0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Ísland']
494,"[""'"", ""''"", 'KR-völlur', ""''"", ""'""]","[0, 0, 3, 0, 0]","['is', 'is', 'is', 'is', 'is']",['ORG: KR-völlur']
495,"['Balfourianae|Subsection', ""''Balfourianae]]"", ""''"", ""'"", '-', 'Broddfurur', ',', 'suðvestur', 'Bandaríkin']","[0, 0, 0, 0, 0, 0, 0, 0, 5]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Bandaríkin']
496,"['Mayotte', '(', 'tilheyrir', 'Frakklandi', ')']","[5, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is']","['LOC: Mayotte', 'LOC: Frakklandi']"
497,"['Höfuðstaðurinn', 'heitir', 'sömuleiðis', 'Glarus', '.']","[0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is']",['LOC: Glarus']
498,"['tilvísun', 'Maðurinn', 'með', 'ljáinn']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Maðurinn með ljáinn']
499,"['TILVÍSUN', 'Birkbeck', ',', 'University', 'of', 'London']","[0, 3, 4, 4, 4, 4]","['is', 'is', 'is', 'is', 'is', 'is']","['ORG: Birkbeck , University of London']"
500,"['Þættirnir', 'fjölluðu', 'um', 'auðuga', 'fjölskyldu', 'í', 'Texas', ',', 'Ewing-fjölskylduna', ',', 'sem', 'bjó', 'á', 'búgarðinum', 'Southfork', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Texas']
501,"['Þekktasta', 'bygging', 'borgarinnar', 'er', 'Brandenborgarhliðið', '.']","[0, 0, 0, 0, 3, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['ORG: Brandenborgarhliðið']
502,"[""'"", ""''"", 'Dalai', 'Lama', ""''"", ""'""]","[0, 0, 1, 2, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['PER: Dalai Lama']
503,"['Snorri', 'Sturluson', 'hraktist', 'út', 'til', 'Noregs', '.']","[1, 2, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']","['PER: Snorri Sturluson', 'LOC: Noregs']"
504,"['Þorlákur', 'helgi', 'Þórhallsson']","[1, 2, 2]","['is', 'is', 'is']",['PER: Þorlákur helgi Þórhallsson']
505,"['Leonardo', 'da', 'Vinci', '(', 't.d', '.']","[1, 2, 2, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['PER: Leonardo da Vinci']
506,"['tilvísun', 'Friðrik', '5.', 'Danakonungur']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Friðrik 5. Danakonungur']
507,"['TILVÍSUN', 'Francis', 'Herbert', 'Bradley']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Francis Herbert Bradley']
508,"['CSI', ':', 'Crime', 'Scene', 'Investigation']","[3, 4, 4, 4, 4]","['is', 'is', 'is', 'is', 'is']",['ORG: CSI : Crime Scene Investigation']
509,"['*Gáttaþegur', 'kynnir', '-', 'Ómar', 'Ragnarsson']","[0, 0, 0, 1, 2]","['is', 'is', 'is', 'is', 'is']",['PER: Ómar Ragnarsson']
510,"['Liðinu', 'tókst', 'hinsvegar', 'að', 'tryggja', 'sér', 'beinan', 'þáttökurétt', 'á', 'lokakeppnina', 'með', 'því', 'að', 'lenda', 'í', 'öðru', 'sæti', 'í', 'riðlinum', 'á', 'eftir', 'Tékklandi', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Tékklandi']
511,"['Rio', 'de', 'Janeiro']","[5, 6, 6]","['is', 'is', 'is']",['LOC: Rio de Janeiro']
512,"['Raddsettur', 'af', 'J.', 'K.', 'Simmons', '.']","[0, 0, 1, 2, 2, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['PER: J. K. Simmons']
513,"['Einnig', 'mætti', 'minnast', 'á', 'samband', 'Tróverja', 'og', 'Grikkja', 'í', 'Enesarkviðu', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Grikkja']
514,"['Nokkrir', 'talinverðir', 'flytjendur', 'hafa', 'líka', 'verið', 'frá', 'Glasgow', ',', 'sem', 'var', 'nefnd', '„Tónlistarborg“', 'af', 'UNESCO', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 3, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Glasgow', 'ORG: UNESCO']"
515,"['Hún', 'hefur', 'flutt', 'í', 'íbúð', 'í', 'Hollywood', 'í', 'Kaliforníu', 'en', 'flutti', 'seinna', 'aftur', 'heim', 'til', 'foreldra', 'sinna', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Hollywood', 'LOC: Kaliforníu']"
516,"[""'"", ""''"", 'Víetnam', ""''"", ""'""]","[0, 0, 5, 0, 0]","['is', 'is', 'is', 'is', 'is']",['LOC: Víetnam']
517,"[""'"", ""''"", 'Portúgal', ""''"", ""'""]","[0, 0, 5, 0, 0]","['is', 'is', 'is', 'is', 'is']",['LOC: Portúgal']
518,"['TILVÍSUN', 'London', 'School', 'of', 'Economics']","[0, 3, 4, 4, 4]","['is', 'is', 'is', 'is', 'is']",['ORG: London School of Economics']
519,"[""'"", ""''"", 'Ólafur', 'pái', 'Höskuldsson', ""''"", ""'""]","[0, 0, 1, 2, 2, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Ólafur pái Höskuldsson']
520,"['Sat', 'í', 'miðstjórn', 'Sjálfstæðisflokksins', '1973-1981', '.']","[0, 0, 0, 3, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['ORG: Sjálfstæðisflokksins']
521,"['tilvísun', 'Harry', 'S.', 'Truman']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Harry S. Truman']
522,"['tilvísun', 'Áfengis-', 'og', 'tóbaksverslun', 'ríkisins']","[0, 3, 4, 4, 4]","['is', 'is', 'is', 'is', 'is']",['ORG: Áfengis- og tóbaksverslun ríkisins']
523,"['Þau', 'eru', 'Alpasvæðið', ',', 'Miðjarðarhafssvæðið', ',', 'Dínarska', 'svæðið', 'og', 'Pannoníska', 'svæðið', '.']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Miðjarðarhafssvæðið']
524,"['Fyrirlestur', 'sem', 'snetir', 'smá', 'á', 'jafnhallaferla', 'í', 'MIT']","[0, 0, 0, 0, 0, 0, 0, 3]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: MIT']
525,"['Höskuld', 'Ólafsson', '(', 'Hössa', ')', 'í', 'Quarashi', '.']","[1, 2, 0, 0, 0, 0, 3, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['PER: Höskuld Ólafsson', 'ORG: Quarashi']"
526,"['TF-FII', '—', '757-208', ',', 'Eyjafjallajökull', ""''""]","[0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['LOC: Eyjafjallajökull']
527,"['Einnig', 'hefur', 'verið', 'sagt', 'að', 'á', 'þessum', 'degi', 'hafi', 'Artemismusterið', 'í', 'Efesos', ',', 'eitt', 'af', 'Sjö', 'undrum', 'veraldar', ',', 'brunnið', 'til', 'grunna', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 5, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['ORG: Artemismusterið', 'LOC: Efesos', 'ORG: Sjö undrum veraldar']"
528,"['Fuglabjargið', '[[Beinisvørð', 'á', 'Suðuroy', '.']","[0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is']",['LOC: Suðuroy']
529,"['Benedikt', 'Gröndal', ',', '?', '-1974']","[1, 2, 0, 0, 0]","['is', 'is', 'is', 'is', 'is']",['PER: Benedikt Gröndal']
530,"['Jónas', 'frá', 'Hriflu', 'var', 'einn', 'ötulasti', 'hvatamaður', 'að', 'stofnun', 'skólans', '.']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Jónas frá Hriflu']
531,"['Ingiríður', 'Alexandra', 'Noregsprinsessa']","[1, 2, 2]","['is', 'is', 'is']",['PER: Ingiríður Alexandra Noregsprinsessa']
532,"['Sú', 'aðferð', 'er', 'ættuð', 'frá', 'Færeyjum', '.']","[0, 0, 0, 0, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Færeyjum']
533,"['tilvísun', 'Vilhjálmur', '3.', 'Englandskonungur']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Vilhjálmur 3. Englandskonungur']
534,"['tilvísun', 'Frank', 'Plumpton', 'Ramsey']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Frank Plumpton Ramsey']
535,"['Vinstrihreyfingin', '–', 'grænt', 'framboð']","[3, 4, 4, 4]","['is', 'is', 'is', 'is']",['ORG: Vinstrihreyfingin – grænt framboð']
536,"['Seðlabanka', 'Íslands', 'og', 'Alþjóðagjaldeyrissjóðinn', '(', 'IMF', ')', '.']","[3, 4, 0, 3, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['ORG: Seðlabanka Íslands', 'ORG: Alþjóðagjaldeyrissjóðinn']"
537,"['tilvísun', 'Kaliforníuháskóli', 'í', 'Santa', 'Barbara']","[0, 3, 4, 4, 4]","['is', 'is', 'is', 'is', 'is']",['ORG: Kaliforníuháskóli í Santa Barbara']
538,"['María', 'Teresa', 'af', 'Austurríki']","[1, 2, 2, 2]","['is', 'is', 'is', 'is']",['PER: María Teresa af Austurríki']
539,"['Tímúr', '(', '1336-1405', ')']","[1, 0, 0, 0]","['is', 'is', 'is', 'is']",['PER: Tímúr']
540,"['Einar', 'Pálsson', 'er', 'upphafsmaður', 'kenningarinnar', '.']","[1, 2, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['PER: Einar Pálsson']
541,"['Dalvíkurbyggð', '74', '-', ""'"", ""''"", '80', 'Fljótsdalshérað', ""''"", ""'""]","[5, 0, 0, 0, 0, 0, 5, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Dalvíkurbyggð', 'LOC: Fljótsdalshérað']"
542,"['Utar', 'liggja', 'Vesturfrísnesku', 'eyjarnar', '.']","[0, 0, 5, 6, 0]","['is', 'is', 'is', 'is', 'is']",['LOC: Vesturfrísnesku eyjarnar']
543,"['Virginía', '(', 'fylki', ')']","[5, 6, 6, 6]","['is', 'is', 'is', 'is']",['LOC: Virginía ( fylki )']
544,"['Flestar', 'lýsingar', 'frá', 'hofinu', 'koma', 'frá', 'Pliníusi', 'eldri', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Pliníusi eldri']
545,"['Hann', 'er', 'þekktastur', 'fyrir', 'bækurnar', 'um', 'Bob', 'Moran', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Bob Moran']
546,"['tilvísun', 'August', 'Immanuel', 'Bekker']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: August Immanuel Bekker']
547,"['Bókin', 'hafði', 'mikil', 'áhrif', 'og', 'er', 'talin', 'vera', 'undanfari', 'þeirra', 'verka', 'sem', 'einkenndu', 'Upplýsinguna', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Upplýsinguna']
548,"['Um', 'Starkaðsver', 'lá', 'Sprengisandsleið', 'hin', 'forna', '.']","[0, 0, 0, 3, 4, 4, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Sprengisandsleið hin forna']
549,"['tilvísun', 'Listi', 'yfir', 'Numb3rs-þætti', '(', '1.', 'þáttaröð', ')']","[0, 3, 4, 4, 4, 4, 4, 4]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Listi yfir Numb3rs-þætti ( 1. þáttaröð )']
550,"['Entre', 'Lagos', 'er', 'stærsta', 'borgin', 'nálægt', 'vatninu', '.']","[5, 6, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Entre Lagos']
551,"['Trefillinn', 'á', 'rætur', 'sínar', 'að', 'rekja', 'til', 'Rómaveldis', 'en', 'þá', 'voru', 'þeir', 'notaðir', 'til', 'af', 'hreinlætisástæðum', 'frekar', 'en', 'til', 'hlýju', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Rómaveldis']
552,"['Kólumbía', '(', '105', ')']","[5, 0, 0, 0]","['is', 'is', 'is', 'is']",['LOC: Kólumbía']
553,"['*xD', 'getur', 'táknað', 'að', 'kjósa', 'Sjálfstæðisflokkinn', '(', 'þ.e', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Sjálfstæðisflokkinn']
554,"['Hann', 'útskrifaðist', 'frá', 'Institut', ""d'études"", 'politiques', 'de', 'Paris', ""''"", '.']","[0, 0, 0, 3, 4, 4, 4, 4, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","[""ORG: Institut d'études politiques de Paris""]"
555,"['Fram', '-', 'ÍR', '20:19']","[0, 0, 3, 0]","['is', 'is', 'is', 'is']",['ORG: ÍR']
556,"['Stjórnspekin', 'blómstraði', 'einnig', 'á', 'þessum', 'tíma', '.']","[3, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Stjórnspekin']
557,"['tilvísun', 'KFUM', 'og', 'KFUK']","[0, 3, 4, 4]","['is', 'is', 'is', 'is']",['ORG: KFUM og KFUK']
558,"['Búrúndí', '(', '5', ')']","[5, 0, 0, 0]","['is', 'is', 'is', 'is']",['LOC: Búrúndí']
559,"['Auður', 'Auðuns', 'og', 'Geir', 'Hallgrímsson']","[1, 2, 0, 1, 2]","['is', 'is', 'is', 'is', 'is']","['PER: Auður Auðuns', 'PER: Geir Hallgrímsson']"
560,"['Lagfæringar', 'á', 'Sverris', 'sögu', '.']","[0, 0, 1, 2, 0]","['is', 'is', 'is', 'is', 'is']",['PER: Sverris sögu']
561,"['Um', 'svipað', 'leyti', 'var', 'félagi', 'hans', 'Maurice', 'Rosy', 'gerður', 'að', 'listrænum', 'stjórnanda', 'útgáfunnar', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Maurice Rosy']
562,"['—', 'Ole', 'Worm', 'gaf', 'út', '.']","[0, 1, 2, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['PER: Ole Worm']
563,"['Þegar', 'austurrískur', 'her', 'náði', 'að', 'hrekja', 'þá', 'þaðan', 'sama', 'ár', ',', 'urðu', 'nokkrar', 'skemmdir', 'á', 'kastalanum', ',', 'þar', 'á', 'meðal', 'brann', 'óperusalurinn', '.']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: austurrískur']
564,"['Fjölskyldan', 'býr', 'í', 'Uppsölum', 'og', 'tekur', 'köttinn', 'að', 'sér', '.']","[0, 0, 0, 5, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['LOC: Uppsölum']
565,"['tilvísun', 'West', 'Ham', 'United', 'F.C', '.']","[0, 3, 4, 4, 4, 4]","['is', 'is', 'is', 'is', 'is', 'is']",['ORG: West Ham United F.C .']
566,"[""'"", ""''"", 'Los', 'Angeles', 'Lakers', ""''"", ""'""]","[0, 0, 3, 4, 4, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Los Angeles Lakers']
567,"['En', 'í', ""''Lögsögumannatali"", 'og', 'lögmanna', ""''"", 'setur', 'Jón', 'Sigurðsson', 'hann', 'sem', 'lögmann', 'sunnan', 'og', 'austan', '1436-1440', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['PER: Jón Sigurðsson']
568,"['Gabriel', 'García', 'Márquez']","[1, 2, 2]","['is', 'is', 'is']",['PER: Gabriel García Márquez']
569,"['Sjónvarpsturninn', 'í', 'Stuttgart', 'er', 'elsti', 'sjónvarpsturn', 'heims', '.']","[3, 4, 4, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Sjónvarpsturninn í Stuttgart']
570,"['TILVÍSUN', 'Kaliforníuháskóli', 'í', 'Davis']","[0, 3, 4, 4]","['is', 'is', 'is', 'is']",['ORG: Kaliforníuháskóli í Davis']
571,"[""'"", ""''"", 'Dallas', 'Cowboys', ""''"", ""'""]","[0, 0, 3, 4, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is']",['ORG: Dallas Cowboys']
572,"[""'"", ""''"", 'Mingveldið', ""''"", ""'""]","[0, 0, 5, 0, 0]","['is', 'is', 'is', 'is', 'is']",['LOC: Mingveldið']
573,"['Þýskur', 'fjárhundur', '(', 'eða', 'schäfer', ',', 'séfer', ')']","[3, 4, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']",['ORG: Þýskur fjárhundur']
574,"['tilvísun', 'Kristján', '1', '.']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Kristján 1 .']
575,"['Ulysses', 'Grant', ',', '1869–1877']","[1, 2, 0, 0]","['is', 'is', 'is', 'is']",['PER: Ulysses Grant']
576,"['Burrhus', 'Frederic', 'Skinner']","[1, 2, 2]","['is', 'is', 'is']",['PER: Burrhus Frederic Skinner']
577,"['tilvísun', 'Richard', 'L.', 'Hunter']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Richard L. Hunter']
578,"['Hraunjaðarinn', 'er', 'nú', 'marbakki', 'undan', 'Stokkseyri', 'og', 'Eyrarbakka', '.']","[0, 0, 0, 0, 0, 5, 0, 5, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['LOC: Stokkseyri', 'LOC: Eyrarbakka']"
579,"['tilvísun', 'Peter', 'Frederick', 'Strawson']","[0, 1, 2, 2]","['is', 'is', 'is', 'is']",['PER: Peter Frederick Strawson']
580,"['Heimspekingarnir', 'Henri', 'Bergson', 'og', 'G.E.', 'Moore', 'voru', 'um', 'margt', 'sama', 'sinnis', 'og', 'gagnhyggjumennirnir', 'enda', 'þótt', 'þeir', 'séu', 'venjulega', 'ekki', 'sjálfir', 'taldir', 'til', 'gagnhyggjumanna', '.']","[0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']","['PER: Henri Bergson', 'PER: G.E. Moore']"
