,tokens,ner_tags,langs,spans
110,"['перенаправление', 'Вырăс', 'Ирĕклĕх', 'Çарĕ']","[0, 3, 4, 4]","['cv', 'cv', 'cv', 'cv']",['ORG: Вырăс Ирĕклĕх Çарĕ']
111,"['15№', '—', 'Чăваш', 'патшалăх', 'университечĕ']","[0, 0, 3, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Чăваш патшалăх университечĕ']
112,"['Томск', 'облаçĕ', ',', 'Красноярск', 'Ен', ',', 'Хантă-Манси', 'автономи', 'тăрăхĕ', '—', 'Югра', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 6, 6, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Томск облаçĕ', 'LOC: Красноярск Ен', 'LOC: Хантă-Манси автономи тăрăхĕ — Югра']"
113,"['Тенненберг', 'патĕнчи', 'çапăçу', '(', '1914', ')']","[3, 4, 4, 4, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Тенненберг патĕнчи çапăçу ( 1914 )']
114,"['Ямал-Ненец', 'автономлă', 'тăрăхĕ', 'территорипе', 'юхать', '.']","[5, 6, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Ямал-Ненец автономлă тăрăхĕ']
115,"['перенаправление', 'Вăрçă', 'пуртисен', 'культури']","[0, 3, 4, 4]","['cv', 'cv', 'cv', 'cv']",['ORG: Вăрçă пуртисен культури']
116,"['Бичурин', 'Н.Я', '.', ',', '«Собрание', 'сведений»', '.']","[1, 2, 2, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Бичурин Н.Я .']
117,"['Статья', 'в', 'журнале', 'Квант', '.']","[0, 0, 0, 3, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Квант']
118,"['Пушкăрт', 'Республики', ',', 'Ăренпур', 'облаçĕ', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Пушкăрт Республики', 'LOC: Ăренпур облаçĕ']"
119,"['Арис', 'Аркадий', 'Иванович']","[1, 2, 2]","['cv', 'cv', 'cv']",['PER: Арис Аркадий Иванович']
120,"['Толстой', 'Лев', 'Николаевич']","[1, 2, 2]","['cv', 'cv', 'cv']",['PER: Толстой Лев Николаевич']
121,"['Корсика', '(', 'Франци', ')', 'çинче', 'саралнă', '.']","[5, 0, 5, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Корсика', 'LOC: Франци']"
122,"['Любовь', 'Соколова', '—', ""''фельдшер"", ""''""]","[1, 2, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['PER: Любовь Соколова']
123,"['Львов', '—', 'Львов', 'облаçĕ']","[5, 0, 5, 6]","['cv', 'cv', 'cv', 'cv']","['LOC: Львов', 'LOC: Львов облаçĕ']"
124,"['Томск', 'облаçĕ', ',', 'Çĕн', 'Çĕпĕр', 'облаçĕ', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 6, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Томск облаçĕ', 'LOC: Çĕн Çĕпĕр облаçĕ']"
125,"['перенаправление', 'Уэйлс', 'Джимми', 'Донал']","[0, 1, 2, 2]","['cv', 'cv', 'cv', 'cv']",['PER: Уэйлс Джимми Донал']
126,"['Мордва', 'Республики', ',', 'Чулхула', 'облаçĕ', ',', 'Чăваш', 'Республики', ',', 'Пенза', 'облаçĕ', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Мордва Республики', 'LOC: Чулхула облаçĕ', 'LOC: Чăваш Республики', 'LOC: Пенза облаçĕ']"
127,"['Лев', 'Николаевич', 'Гумилёв', '(', '1912—1992', ')']","[3, 4, 4, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Лев Николаевич Гумилёв']
128,"['Кун', 'пирки', 'Артамонов', 'М.', 'И', '.', 'çирĕплетсе', 'çырать', '.']","[0, 0, 1, 2, 2, 2, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Артамонов М. И .']
129,"['Юханшыв', 'бассейнĕ', '—', 'Çурçĕр', 'Двина', '.']","[0, 0, 0, 5, 6, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Çурçĕр Двина']
130,"['Реал', 'Мадрид', 'ФК']","[3, 4, 4]","['cv', 'cv', 'cv']",['ORG: Реал Мадрид ФК']
131,"['Центрĕ', '—', 'Пфеффикон', 'хула', '.']","[0, 0, 3, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Пфеффикон']
132,"['Зоя', 'Фёдорова', '—', ""''Марфа"", 'Потаповна', ',', 'Нежукăн', 'арăмĕ', ""''""]","[1, 2, 0, 0, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Зоя Фёдорова']
133,"['Раççей', 'Федерацин', 'хăрушсăрлăх', 'канашĕ']","[3, 4, 4, 4]","['cv', 'cv', 'cv', 'cv']",['ORG: Раççей Федерацин хăрушсăрлăх канашĕ']
134,"['(', 'Е.Мартынова', 'сăнарĕ', ')', '(', '1897—1900', ',', 'Третьяков', 'курав', 'речĕ', ')']","[0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Третьяков курав речĕ']
135,"['Псков', 'облаçĕ', 'территорипе', 'юхать', '.']","[5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Псков облаçĕ']
136,"['Киров', 'облаçĕ', ',', 'Коми', 'Республики', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Киров облаçĕ', 'LOC: Коми Республики']"
137,"['Етĕрне', 'хулине', 'никĕсленĕ', '.']","[5, 0, 0, 0]","['cv', 'cv', 'cv', 'cv']",['LOC: Етĕрне']
138,"['Красноярск', 'Ен', ',', 'Якути', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Красноярск Ен', 'LOC: Якути']"
139,"['Тамплиерсен', 'орденнне', 'сапалатса', 'янă', '.']","[3, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Тамплиерсен']
140,"['Ямал-Ненец', 'автономлă', 'тăрăхĕ', 'территорипе', 'юхать', '.']","[5, 6, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Ямал-Ненец автономлă тăрăхĕ']
141,"['перенаправление', 'Лаптăк', 'тăрăх', 'йĕркеленĕ', 'патшалăхсен', 'ят-йышĕ']","[0, 3, 4, 4, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Лаптăк тăрăх йĕркеленĕ патшалăхсен ят-йышĕ']
142,"['Хыпар', '(', 'хаçат', ')']","[3, 4, 4, 4]","['cv', 'cv', 'cv', 'cv']",['ORG: Хыпар ( хаçат )']
143,"['Мочалов', 'Эдуард', 'Валерьевич']","[1, 2, 2]","['cv', 'cv', 'cv']",['PER: Мочалов Эдуард Валерьевич']
144,"['Чĕмпĕр', 'облаçĕ', '37', '300']","[5, 6, 0, 0]","['cv', 'cv', 'cv', 'cv']",['LOC: Чĕмпĕр облаçĕ']
145,"['Артамонов', 'М.И', ',', '``', 'История', 'хазар', ""''"", '.']","[1, 2, 0, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Артамонов М.И']
146,"['перенаправление', 'Раççей', 'Федерацин', 'ТÇФ', 'Балти', 'флочĕ']","[0, 3, 4, 4, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Раççей Федерацин ТÇФ Балти флочĕ']
147,"['Çурçĕр', 'Осети', 'территорипе', 'юхать', '.']","[3, 4, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Çурçĕр Осети']
148,"['Томск', 'облаçĕ', ',', 'Красноярск', 'Ен', ',', 'Хантă-Манси', 'автономи', 'тăрăхĕ', '—', 'Югра', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 6, 6, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Томск облаçĕ', 'LOC: Красноярск Ен', 'LOC: Хантă-Манси автономи тăрăхĕ — Югра']"
149,"['Л.', 'Толстойăн', '«Вăрçăпа', 'лăпкăлăх»', 'романне', 'куçарса', 'пĕтереймен', '.']","[1, 2, 0, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Л. Толстойăн']
150,"['Таджиксем', '—', '0,12', '%']","[3, 0, 0, 0]","['cv', 'cv', 'cv', 'cv']",['ORG: Таджиксем']
151,"['Хайдеггер', 'М', '.', ""''"", 'Учение', 'Платона', 'об', 'истине', '/', '/', 'Историко-философский', 'ежегодник', '.']","[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Хайдеггер М .']
152,"['перенаправление', 'Лаптăк', 'тăрăх', 'йĕркеленĕ', 'патшалăхсен', 'ят-йышĕ']","[0, 3, 4, 4, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Лаптăк тăрăх йĕркеленĕ патшалăхсен ят-йышĕ']
153,"[""'"", ""''"", 'Партас', ""''"", ""'"", 'статьяна', 'пăхăр']","[0, 0, 5, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Партас']
154,"['Эфесри', 'Артемида', 'чиркĕвĕ', '.']","[3, 4, 4, 0]","['cv', 'cv', 'cv', 'cv']",['ORG: Эфесри Артемида чиркĕвĕ']
155,"['Чăваш', 'Автономиллĕ', 'Социаллă', 'Совет', 'Республики']","[5, 6, 6, 6, 6]","['cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Чăваш Автономиллĕ Социаллă Совет Республики']
156,"['перенаправление', 'Вальдемар', 'Эстевес', 'да', 'Кунья']","[0, 1, 2, 2, 2]","['cv', 'cv', 'cv', 'cv', 'cv']",['PER: Вальдемар Эстевес да Кунья']
157,"['Архангельск', 'облаçĕ', 'территорипе', 'юхать', '.']","[5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Архангельск облаçĕ']
158,"['Ямал-Ненец', 'автономлă', 'тăрăхĕ', ',', 'Хантă-Манси', 'автономи', 'тăрăхĕ', '—', 'Югра', 'территорипе', 'юхать', '.']","[5, 6, 6, 0, 5, 6, 6, 6, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Ямал-Ненец автономлă тăрăхĕ', 'LOC: Хантă-Манси автономи тăрăхĕ — Югра']"
159,"['Пушкин', 'Александр', 'Сергеевич']","[1, 2, 2]","['cv', 'cv', 'cv']",['PER: Пушкин Александр Сергеевич']
160,"['перенаправление', 'Раççей', 'Федерацин', 'ТÇФ', 'Балти', 'флочĕ']","[0, 3, 4, 4, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Раççей Федерацин ТÇФ Балти флочĕ']
161,"['Хантă-Манси', 'автономи', 'тăрăхĕ', '—', 'Югра', 'территорипе', 'юхать', '.']","[5, 6, 6, 6, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Хантă-Манси автономи тăрăхĕ — Югра']
162,"['Томск', 'облаçĕ', ',', 'Çĕн', 'Çĕпĕр', 'облаçĕ', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 6, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Томск облаçĕ', 'LOC: Çĕн Çĕпĕр облаçĕ']"
163,"['Совет', 'Союзĕн', 'Маршалĕ', '(', '8.05.1961', ')']","[1, 2, 2, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Совет Союзĕн Маршалĕ']
164,"['Кун', 'пирки', 'М.И.Артамонов', '``', 'История', 'хазар', ""''"", 'кĕнекире', 'çырать', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: М.И.Артамонов']
165,"['перенаправление', 'Степанов', 'Пётр', 'Петрович']","[0, 1, 2, 2]","['cv', 'cv', 'cv', 'cv']",['PER: Степанов Пётр Петрович']
166,"['Хыпар', '(', 'хаçат', ')']","[3, 4, 4, 4]","['cv', 'cv', 'cv', 'cv']",['ORG: Хыпар ( хаçат )']
167,"['Квант', ',', '№', '9,1974', '.']","[3, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Квант']
168,"['Зюганов', 'Геннадий', 'Андреевич']","[1, 2, 2]","['cv', 'cv', 'cv']",['PER: Зюганов Геннадий Андреевич']
169,"['перенаправление', 'МПУ', 'физика', 'факультечĕ']","[0, 3, 4, 4]","['cv', 'cv', 'cv', 'cv']",['ORG: МПУ физика факультечĕ']
170,"['Вĕсем', 'шутне', 'Санкт-Петербургри', '«Пассаж»', ',', 'Мускаври', 'ГУМ', 'кĕреççĕ', '.']","[0, 0, 5, 0, 0, 5, 3, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Санкт-Петербургри', 'LOC: Мускаври', 'ORG: ГУМ']"
171,"['Чăваш', 'патшалăх', 'И.', 'Н.', 'Ульянов', 'ячĕллĕ', 'университечĕ']","[3, 4, 4, 4, 4, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Чăваш патшалăх И. Н. Ульянов ячĕллĕ университечĕ']
172,"['И.', 'В.', 'Сталинăн', 'çывăх', 'таврашне', 'кĕнĕ', '.']","[1, 2, 2, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: И. В. Сталинăн']
173,"['перенаправление', 'Тухăç', 'Çĕпĕр', 'чукун', 'çулĕ']","[0, 3, 4, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Тухăç Çĕпĕр чукун çулĕ']
174,"['Василий', 'Жуковский', '(', '1783—1852', ')']","[1, 2, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['PER: Василий Жуковский']
175,"['Юрăсен', 'тексчĕ', '—', 'Михаил', 'Танич']","[0, 0, 0, 1, 2]","['cv', 'cv', 'cv', 'cv', 'cv']",['PER: Михаил Танич']
176,"['Виктор', 'Суворов', ""''"", '«Тень', 'Победы»']","[1, 2, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['PER: Виктор Суворов']
177,"['И.Н.Ульянов', 'ячĕллĕ', 'ЧПУ', 'тата']","[3, 4, 4, 0]","['cv', 'cv', 'cv', 'cv']",['ORG: И.Н.Ульянов ячĕллĕ ЧПУ']
178,"['Эраст', 'Гарин', '—', ""''патша"", ""''""]","[1, 2, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['PER: Эраст Гарин']
179,"['перенаправление', 'Чăваш', 'патшалăх', 'И.', 'Н.', 'Ульянов', 'ячĕллĕ', 'университечĕ']","[0, 3, 4, 4, 4, 4, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Чăваш патшалăх И. Н. Ульянов ячĕллĕ университечĕ']
180,"['Челси', 'Лондон', 'ФК']","[3, 4, 4]","['cv', 'cv', 'cv']",['ORG: Челси Лондон ФК']
181,"['Коми', 'Республики', 'территорипе', 'юхать', '.']","[5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Коми Республики']
182,"['Юханшыв', 'Катунь', 'юханшывăн', 'сылтăм', 'çыранпе', 'вăрринчен', '657', 'км', 'юхса', 'кĕрет', '.']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Катунь']
183,"['Томск', 'облаçĕ', ',', 'Красноярск', 'Ен', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Томск облаçĕ', 'LOC: Красноярск Ен']"
184,"['Пушкăрт', 'Республики', 'территорипе', 'юхать', '.']","[5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Пушкăрт Республики']
185,"['перенаправление', 'Мĕнпур', 'тĕнчери', 'вăрăлăх', 'усравлăхĕ']","[0, 3, 4, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Мĕнпур тĕнчери вăрăлăх усравлăхĕ']
186,"['Коми', 'Республики', 'территорипе', 'юхать', '.']","[5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Коми Республики']
187,"['Хантă-Манси', 'автономи', 'тăрăхĕ', '—', 'Югра', 'территорипе', 'юхать', '.']","[5, 6, 6, 6, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Хантă-Манси автономи тăрăхĕ — Югра']
188,"['Вăл', 'Ылтăн', 'Урта', 'тапхăрĕнче', 'чапа', 'тухнă', 'пăлхар-чăваш', 'тăхăмĕнчен', 'пулни', 'паллă', '.']","[0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Ылтăн Урта']
189,"['Киров', 'облаçĕ', ',', 'Удмурт', 'Республики', ',', 'Мари', 'Эл', ',', 'Тутарстан', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 5, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Киров облаçĕ', 'LOC: Удмурт Республики', 'LOC: Мари Эл', 'LOC: Тутарстан']"
190,"['Бичурин', 'Н.Я', '.', ',', '«Собрание', 'сведений»', '.']","[1, 2, 2, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Бичурин Н.Я .']
191,"['====', 'Моссовет', 'ячĕллĕ', 'театр', '====']","[0, 3, 4, 4, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Моссовет ячĕллĕ театр']
192,"['Интерната', 'Чăваш', 'университечĕ', 'çумĕнче', 'уçнă', '.']","[0, 3, 4, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Чăваш университечĕ']
193,"['Çиччĕ', 'çул', 'Чăваш', 'академи', 'театрĕнче', 'спектакльсенче', 'тĕп', 'сăнарсене', 'вылять', '.']","[0, 0, 3, 4, 4, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Чăваш академи театрĕнче']
194,"['«Шыври»', 'тата', '«Путăш»', 'вырăнне', 'Вутăш', 'пулса', 'кайнă', '.']","[0, 0, 0, 0, 1, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Вутăш']
195,"['Анри', 'Матисс', '(', 'Henri', 'Matisse', ')']","[1, 2, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Анри Матисс']
196,"['Австрали', '(', '800', 'га', ')', ';']","[5, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Австрали']
197,"['Архангельск', 'облаçĕ', 'территорипе', 'юхать', '.']","[5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Архангельск облаçĕ']
198,"['Камера', 'кĕвви', 'те', 'чылай', 'çырнă', '.']","[3, 4, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Камера кĕвви']
199,"['Хантă-Манси', 'автономи', 'тăрăхĕ', '—', 'Югра', 'территорипе', 'юхать', '.']","[5, 6, 6, 6, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Хантă-Манси автономи тăрăхĕ — Югра']
200,"['Çеçпĕл', '(', 'ял', ')']","[5, 6, 6, 6]","['cv', 'cv', 'cv', 'cv']",['LOC: Çеçпĕл ( ял )']
201,"['Декорцисене', 'Иванов', 'К.В', '.', 'хатĕрленĕ', '.']","[0, 1, 2, 2, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Иванов К.В .']
202,"['Николай', 'Крючков', '—', ""''украин"", 'эсерĕ', 'Роговенко', ""''""]","[1, 2, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Николай Крючков']
203,"['Юрий', 'Яковлев', '—', ""''Дерамо"", ""''""]","[1, 2, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['PER: Юрий Яковлев']
204,"['Çурçĕр', 'Рейн-Вестфали', 'территорипе', 'юхать', '.']","[5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Çурçĕр Рейн-Вестфали']
205,"['перенаправление', 'Патон', 'кĕперĕ', '(', 'Киев', ')']","[0, 3, 4, 4, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Патон кĕперĕ ( Киев )']
206,"['перенаправление', 'Подол', '(', 'Киев', ')']","[0, 5, 6, 6, 6]","['cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Подол ( Киев )']
207,"['перенаправление', 'Раççей', 'патшалăхĕн', 'академи', 'Кĕçĕн', 'театрĕ']","[0, 3, 4, 4, 4, 4]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Раççей патшалăхĕн академи Кĕçĕн театрĕ']
208,"['Филипп', 'Иоганн', 'Страленберг']","[1, 2, 2]","['cv', 'cv', 'cv']",['PER: Филипп Иоганн Страленберг']
209,"['Владимир', 'Высоцкий', '—', ""''хавас"", 'салтак', ""''""]","[1, 2, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Владимир Высоцкий']
210,"['Юханшыв', 'Катунь', 'юханшывăн', 'сулахай', 'çыранпе', 'вăрринчен', '373', 'км', 'юхса', 'кĕрет', '.']","[0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Катунь']
211,"['Пĕрлешнĕ', 'Нацисен', 'Организацийĕ', 'ача', 'прависене', 'хӳтелет', '.']","[3, 4, 4, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Пĕрлешнĕ Нацисен Организацийĕ']
212,"['перенаправление', 'Киев', 'политихника', 'институчĕ']","[0, 3, 4, 4]","['cv', 'cv', 'cv', 'cv']",['ORG: Киев политихника институчĕ']
213,"['Çеçпĕл', 'Мишши', 'ĕçне', 'маллалла', 'тăснă', '.']","[1, 2, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Çеçпĕл Мишши']
214,"['Садальский', 'Станислав', 'Юрьевич', '—', 'артист', '.']","[1, 2, 2, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Садальский Станислав Юрьевич']
215,"['Юрра', '«Фиркат', 'аль-Шамаль»', 'Палестин', 'ушкăн', 'юрлать', '.']","[0, 0, 0, 3, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['ORG: Палестин']
216,"['Эльдар', 'Рязанов', ',', 'тупăк', 'лаçĕн', 'хуçи']","[1, 2, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Эльдар Рязанов']
217,"['Çакна', 'пĕрлĕ', 'сасăпа', 'ассоциаци', 'тĕлпувĕнче', ',', 'Словенире', 'йышăннă', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['LOC: Словенире']
218,"['Чăваш', 'Утарĕ', 'Провой', '12.455']","[5, 6, 0, 0]","['cv', 'cv', 'cv', 'cv']",['LOC: Чăваш Утарĕ']
219,"['Жальгирис', 'Вильнюс', 'ФК']","[3, 4, 4]","['cv', 'cv', 'cv']",['ORG: Жальгирис Вильнюс ФК']
220,"['Артамонов', 'М.', 'И', '.', ',', ""''"", 'История', 'хазар', '.']","[1, 2, 2, 2, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Артамонов М. И .']
221,"['Калуга', 'облаçĕ', '—', '1041641']","[5, 6, 0, 0]","['cv', 'cv', 'cv', 'cv']",['LOC: Калуга облаçĕ']
222,"['Киров', 'облаçĕ', ',', 'Чулхула', 'облаçĕ', ',', 'Мари', 'Эл', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Киров облаçĕ', 'LOC: Чулхула облаçĕ', 'LOC: Мари Эл']"
223,"['Жерар', 'Депардье', ',', 'Шарли', '(', 'Даниэла', 'еркĕшĕ', ')']","[1, 2, 0, 0, 0, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']",['PER: Жерар Депардье']
224,"['Пенза', 'облаçĕ', ',', 'Мордва', 'Республики', ',', 'Чулхула', 'облаçĕ', 'территорипе', 'юхать', '.']","[5, 6, 0, 5, 6, 0, 5, 6, 0, 0, 0]","['cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv', 'cv']","['LOC: Пенза облаçĕ', 'LOC: Мордва Республики', 'LOC: Чулхула облаçĕ']"
