,tokens,ner_tags,langs,spans
88,"['FIHODINANA', '11125', '(', '1996', 'TL10', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 11125 ( 1996 TL10 )']
89,"['FIHODINANA', '23510', '(', '1992', 'PA2', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 23510 ( 1992 PA2 )']
90,"['10023', 'Vladifedorov', '(', '1979', 'WX3', ')']","[3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 10023 Vladifedorov ( 1979 WX3 )']
91,"['**', 'Oliver', 'Weber', '—', 'mpaka', 'sary']","[0, 1, 2, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Oliver Weber']
92,"['FIHODINANA', '120152', '(', '2003', 'HJ1', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 120152 ( 2003 HJ1 )']
93,"['Saint-Juéry', ',', 'Lozère']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Saint-Juéry , Lozère']"
94,"['FIHODINANA', '15873', '(', '1996', 'TH7', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 15873 ( 1996 TH7 )']
95,"['**', 'Taye', 'Taiwo', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Taye Taiwo']
96,"['23510', '(', '1992', 'PA2', ')']","[3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 23510 ( 1992 PA2 )']
97,"['120152', '(', '2003', 'HJ1', ')']","[3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 120152 ( 2003 HJ1 )']
98,"['26262', '(', '1998', 'RW15', ')']","[3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 26262 ( 1998 RW15 )']
99,"['I', ""'"", ""''"", 'Boursonne', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Senlis', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Oise', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Picardie', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Oise', 'LOC: Picardie', 'LOC: Frantsa']"
100,"['**', 'Joseph', 'L.', 'Mankiewicz', '—', 'mpamoaka', 'horonantsary', ',', 'talen-koronantsary', ',', 'mpanoratra', 'senariô', ',', 'mpilalao']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Joseph L. Mankiewicz']
101,"['FIHODINANA', '30965', '(', '1994', 'XW', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 30965 ( 1994 XW )']
102,"['Balsac', ',', 'Aveyron']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Balsac , Aveyron']"
103,"['**', 'Elisha', 'Collier', '—', 'injeniera']","[0, 1, 2, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg']",['PER: Elisha Collier']
104,"['I', ""'"", ""''"", 'Nézel', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Mantes-la-Jolie', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Yvelines', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Île-de-France', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Yvelines', 'LOC: Île-de-France', 'LOC: Frantsa']"
105,"['**', 'Shuta', 'Sonoda', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Shuta Sonoda']
106,"['FIHODINANA', '29623', '(', '1998', 'SR164', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 29623 ( 1998 SR164 )']
107,"['FIHODINANA', '24784', '(', '1993', 'TV12', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 24784 ( 1993 TV12 )']
108,"['**', 'Henri-Louis-Philippe', 'Mougin', '—', 'injeniera']","[0, 1, 2, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg']",['PER: Henri-Louis-Philippe Mougin']
109,"['Piano', ',', 'Haute-Corse']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Piano , Haute-Corse']"
110,"['**', 'Mikhaïl', 'Oulianov', '—', 'mpilalao', ',', 'talen-koronantsary']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Mikhaïl Oulianov']
111,"['Lignières', ',', 'Loir-et-Cher']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Lignières , Loir-et-Cher']"
112,"['**', 'Robert', 'Englund', '—', 'mpilalao', ',', 'talen-koronantsary', ',', 'mpilalao', ""amin'ny"", 'horonantsary', ',', 'mpilalao', ""amin'ny"", 'fahitalavitra']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Robert Englund']
113,"['David', 'du', 'Bose', 'Gaillard']","[1, 2, 2, 2]","['mg', 'mg', 'mg', 'mg']",['PER: David du Bose Gaillard']
114,"['FIHODINANA', '152640', '(', '1997', 'PP3', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 152640 ( 1997 PP3 )']
115,"['FIHODINANA', '1432', 'Ethiopia', '(', '1937', 'PG', ')']","[0, 3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 1432 Ethiopia ( 1937 PG )']
116,"['FIHODINANA', '2401', 'Aehlita', '(', '1975', 'VM2', ')']","[0, 3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 2401 Aehlita ( 1975 VM2 )']
117,"['Saussey', ',', ""Côte-d'Or""]","[5, 6, 6]","['mg', 'mg', 'mg']","[""LOC: Saussey , Côte-d'Or""]"
118,"['I', ""'"", ""''"", 'Carlencas-et-Levas', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Béziers', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Hérault', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Languedoc-Roussillon', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Hérault', 'LOC: Languedoc-Roussillon', 'LOC: Frantsa']"
119,"['**', 'Mike', 'Barrett', '—', 'mpilalao', 'basikety']","[0, 1, 2, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Mike Barrett']
120,"['I', ""'"", ""''"", 'Launoy', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Soissons', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Aisne', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Picardie', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Aisne', 'LOC: Picardie', 'LOC: Frantsa']"
121,"['I', ""'"", ""''"", 'Cœuvres-et-Valsery', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Soissons', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Aisne', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Picardie', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Aisne', 'LOC: Picardie', 'LOC: Frantsa']"
122,"['**', 'David', 'Andersen', '—', 'mpilalao', 'basikety']","[0, 1, 2, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: David Andersen']
123,"['I', ""'"", ""''"", 'Umaria', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Madhya', 'Pradesh', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Madhya Pradesh', 'LOC: India']"
124,"['FIHODINANA', '29630', '(', '1998', 'UN32', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 29630 ( 1998 UN32 )']
125,"['12068', 'Khandrika', '(', '1998', 'FZ53', ')']","[3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 12068 Khandrika ( 1998 FZ53 )']
126,"['**', 'Manuele', 'Blasi', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Manuele Blasi']
127,"['30965', '(', '1994', 'XW', ')']","[3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 30965 ( 1994 XW )']
128,"['I', ""'"", ""''"", 'Estouches', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Étampes', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Essonne', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Île-de-France', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Essonne', 'LOC: Île-de-France', 'LOC: Frantsa']"
129,"['Dompierre', ',', 'Vosges']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Dompierre , Vosges']"
130,"['**', 'Rafael', 'França', 'Bezerra', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Rafael França Bezerra']
131,"['FIHODINANA', '16554', '(', '1991', 'UE2', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 16554 ( 1991 UE2 )']
132,"['FIHODINANA', '29630', '(', '1998', 'UN32', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 29630 ( 1998 UN32 )']
133,"['**', 'Túlio', 'de', 'Melo', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Túlio de Melo']
134,"['FIHODINANA', '2401', 'Aehlita', '(', '1975', 'VM2', ')']","[0, 3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 2401 Aehlita ( 1975 VM2 )']
135,"['Merville', ',', 'Nord']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Merville , Nord']"
136,"['I', ""'"", ""''"", 'Tressan', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Lodève', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Hérault', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Languedoc-Roussillon', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Hérault', 'LOC: Languedoc-Roussillon', 'LOC: Frantsa']"
137,"['9503', 'Agrawain', '(', '2180', 'T-2', ')']","[3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 9503 Agrawain ( 2180 T-2 )']
138,"['FIHODINANA', '12300', '(', '1991', 'RX10', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 12300 ( 1991 RX10 )']
139,"['**', 'Charles', 'Rolls', '—', 'mpiantoka', ',', 'injeniera']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Charles Rolls']
140,"['FIHODINANA', '32982', '(', '1996', 'VD38', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 32982 ( 1996 VD38 )']
141,"['I', ""'"", ""''"", 'Kachnal', 'Gosain', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Uttarakhand', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Uttarakhand', 'LOC: India']"
142,"['Ny', '747-200', ""an'i"", 'Air', 'Madagascar']","[0, 0, 0, 3, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: Air Madagascar']
143,"['**', 'Bob', 'Boucher', '—', 'injeniera']","[0, 1, 2, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg']",['PER: Bob Boucher']
144,"['**', 'Vladimir', 'Popovkin', '—', 'injeniera']","[0, 1, 2, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg']",['PER: Vladimir Popovkin']
145,"[""'"", ""''"", ""Neuilly-l'Hôpital"", ""''"", ""'""]","[0, 0, 5, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg']","[""LOC: Neuilly-l'Hôpital""]"
146,"['**', 'Paul', 'Breitner', '—', 'mpilalao', 'baolina', 'kitra', ',', 'mpilalao']","[0, 1, 2, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Paul Breitner']
147,"['**', 'Stanislas-Henri', 'Rouart', '—', 'mpamorona', ',', 'injeniera', ',', 'mpanao', 'politika']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Stanislas-Henri Rouart']
148,"['FIHODINANA', 'Arsidioka', 'Franz', 'Ferdinand', ""an'i"", 'Aotrisy']","[0, 1, 2, 2, 2, 2]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']","[""PER: Arsidioka Franz Ferdinand an'i Aotrisy""]"
149,"['I', ""'"", ""''"", 'Mareil-Marly', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Saint-Germain-en-Laye', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Yvelines', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Île-de-France', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Yvelines', 'LOC: Île-de-France', 'LOC: Frantsa']"
150,"['FIHODINANA', '181829', '(', '1998', 'SY62', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 181829 ( 1998 SY62 )']
151,"['FIHODINANA', '13016', '(', '1988', 'DB5', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 13016 ( 1988 DB5 )']
152,"['**', 'Peter', 'Rolfe', 'Vaughan', '—', 'injeniera', 'sivily', ',', 'injeniera']","[0, 1, 2, 2, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Peter Rolfe Vaughan']
153,"['FIHODINANA', '3413', 'Andriana', '(', '1983', 'CB3', ')']","[0, 3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 3413 Andriana ( 1983 CB3 )']
154,"['**', 'Rowland', 'V.', 'Lee', '—', 'talen-koronantsary', ',', 'mpilalao']","[0, 1, 2, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Rowland V. Lee']
155,"['I', ""'"", ""''"", 'Soyatkalan', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Madhya', 'Pradesh', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Madhya Pradesh', 'LOC: India']"
156,"['**', 'João', 'César', 'Monteiro', '—', 'mpilalao', ',', 'talen-koronantsary', ',', 'mpanoratra', 'senariô']","[0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: João César Monteiro']
157,"['I', ""'"", ""''"", 'Polichalur', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Tamil', 'Nadu', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Tamil Nadu', 'LOC: India']"
158,"['**', 'Emilio', 'Recoba', '—', 'mpilalao', 'baolina', 'kitra']","[0, 1, 2, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Emilio Recoba']
159,"['FIHODINANA', '32928', '(', '1995', 'QZ', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 32928 ( 1995 QZ )']
160,"['31093', '(', '1997', 'CE28', ')']","[3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 31093 ( 1997 CE28 )']
161,"['FIHODINANA', '19134', '(', '1988', 'TQ1', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 19134 ( 1988 TQ1 )']
162,"['La', 'Bastide', ',', 'Var']","[5, 6, 6, 6]","['mg', 'mg', 'mg', 'mg']","['LOC: La Bastide , Var']"
163,"['I', ""'"", ""''"", 'Shahdol', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Madhya', 'Pradesh', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Madhya Pradesh', 'LOC: India']"
164,"['FIHODINANA', '12300', '(', '1991', 'RX10', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 12300 ( 1991 RX10 )']
165,"['Cadix', ',', 'Tarn']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Cadix , Tarn']"
166,"['**', 'Vsevolod', 'Poudovkine', '—', 'mpilalao', ',', 'talen-koronantsary', ',', 'mpanoratra', 'senariô', ',', 'mpanoratra']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Vsevolod Poudovkine']
167,"['FIHODINANA', '3192', ""A'Hearn"", '(', '1982', 'BY1', ')']","[0, 3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","[""ORG: 3192 A'Hearn ( 1982 BY1 )""]"
168,"['I', ""'"", ""''"", 'Loconville', ""''"", ""'"", 'dia', 'kaominina', 'ao', ""amin'ny"", ""fivondronan'i"", 'Beauvais', ',', 'ao', ""amin'ny"", ""departemantan'i"", 'Oise', ',', 'ao', ""amin'ny"", ""faritr'i"", 'Picardie', ',', 'ao', 'Frantsa', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Oise', 'LOC: Picardie', 'LOC: Frantsa']"
169,"['**', 'Sigmund', 'Jähn', '—', 'mpanamory', 'sambon-danitra']","[0, 1, 2, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Sigmund Jähn']
170,"['**', 'Vincent', 'Lindon', '—', 'mpilalao', ',', 'talen-koronantsary', ',', 'mpanoratra', 'senariô']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['PER: Vincent Lindon']
171,"['Bias', ',', 'Landes']","[5, 6, 6]","['mg', 'mg', 'mg']","['LOC: Bias , Landes']"
172,"['27707', '(', '1986', 'QY3', ')']","[3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 27707 ( 1986 QY3 )']
173,"['FIHODINANA', '26208', '(', '1997', 'QJ3', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 26208 ( 1997 QJ3 )']
174,"['FIHODINANA', '21043', '(', '1990', 'RT2', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 21043 ( 1990 RT2 )']
175,"['15287', '(', '1991', 'RX25', ')']","[3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 15287 ( 1991 RX25 )']
176,"['I', ""'"", ""''"", 'Kalpetta', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Kerala', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Kerala', 'LOC: India']"
177,"['FIHODINANA', '3192', ""A'Hearn"", '(', '1982', 'BY1', ')']","[0, 3, 4, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","[""ORG: 3192 A'Hearn ( 1982 BY1 )""]"
178,"['I', ""'"", ""''"", 'Sriperumbudur', ""''"", ""'"", 'dia', 'tanàna', 'ao', ""amin'ny"", ""faritanin'i"", 'Tamil', 'Nadu', ',', 'ao', 'India', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 5, 0]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg']","['LOC: Tamil Nadu', 'LOC: India']"
179,"['FIHODINANA', '13016', '(', '1988', 'DB5', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 13016 ( 1988 DB5 )']
180,"['**', 'Nelson', 'de', 'Jesus', 'Silva']","[0, 1, 2, 2, 2]","['mg', 'mg', 'mg', 'mg', 'mg']",['PER: Nelson de Jesus Silva']
181,"['FIHODINANA', '24784', '(', '1993', 'TV12', ')']","[0, 3, 4, 4, 4, 4]","['mg', 'mg', 'mg', 'mg', 'mg', 'mg']",['ORG: 24784 ( 1993 TV12 )']
